Rank,Name,Country,Team Code,Age,ResultTime,Stage,Timegap1,Gap,Team
82,Lawrence WARBASSE,United States,IAM,25,+13:43,5,+13:43,+13:43,IAM CYCLING
83,Leonardo Fabio DUQUE,Colombia,COL,35,+13:57,5,+13:57,+13:57,COLOMBIA
84,Mikael CHEREL,France,ALM,29,+14:13,5,+14:13,+14:13,AG2R LA MONDIALE
85,John DEGENKOLB,Germany,TGA,26,+14:22,5,+14:22,+14:22,TEAM GIANT - ALPECIN
86,Carlos Julian QUINTERO,Colombia,COL,29,+14:49,5,+14:49,+14:49,COLOMBIA
87,Kristian SBARAGLI,Italy,MTN,25,+14:58,5,+14:58,+14:58,MTN - QHUBEKA
88,Amaël MOINARD,France,BMC,33,+15:07,5,+15:07,+15:07,BMC RACING TEAM
89,Jesper HANSEN,Denmark,TCS,25,+15:12,5,+15:12,+15:12,TINKOFF - SAXO
90,Benjamin KING,United States,TCG,26,+15:16,5,+15:16,+15:16,TEAM CANNONDALE - GARMIN
91,Simon GERRANS,Australia,OGE,35,+15:17,5,+15:17,+15:17,ORICA GREENEDGE
92,Davide VILLELLA,Italy,TCG,24,+15:23,5,+15:23,+15:23,TEAM CANNONDALE - GARMIN
93,Maarten WYNANTS,Belgium,TLJ,33,+15:28,5,+15:28,+15:28,TEAM LOTTO NL - JUMBO
94,Luis MAS BONET,Spain,CJR,26,+15:44,5,+15:44,+15:44,CAJA RURAL-SEGUROS RGA
95,Diego ROSA,Italy,AST,26,+16:02,5,+16:02,+16:02,ASTANA PRO TEAM
96,Giovanni VISCONTI,Italy,MOV,32,+16:05,5,+16:05,+16:05,MOVISTAR TEAM
97,Ruben PLAZA MOLINA,Spain,LAM,35,+16:15,5,+16:15,+16:15,LAMPRE - MERIDA
98,Eduard VORGANOV,Russia,KAT,33,+16:17,5,+16:17,+16:17,TEAM KATUSHA
99,Laurent PICHON,France,FDJ,29,+16:34,5,+16:34,+16:34,FDJ
100,Pello BILBAO LOPEZ DE ARMENTIA,Spain,CJR,25,+16:44,5,+16:44,+16:44,CAJA RURAL-SEGUROS RGA
101,Amets TXURRUKA,Spain,CJR,33,+16:45,5,+16:45,+16:45,CAJA RURAL-SEGUROS RGA
102,Cameron MEYER,Australia,OGE,27,+16:49,5,+16:49,+16:49,ORICA GREENEDGE
103,Kristijan DURASEK,Croatia,LAM,28,+17:03,5,+17:03,+17:03,LAMPRE - MERIDA
104,Christian KNEES,Germany,SKY,34,+17:07,5,+17:07,+17:07,TEAM SKY
105,Jaco VENTER,South Africa,MTN,28,+17:25,5,+17:25,+17:25,MTN - QHUBEKA
106,Nikolas MAES,Belgium,EQS,29,+17:46,5,+17:46,+17:46,ETIXX - QUICK STEP
107,Dennis VAN WINDEN,Netherlands,TLJ,28,+17:56,5,+17:56,+17:56,TEAM LOTTO NL - JUMBO
108,Sylvain CHAVANEL,France,IAM,36,+18:15,5,+18:15,+18:15,IAM CYCLING
109,Martin VELITS,Slovakia,EQS,30,+18:17,5,+18:17,+18:17,ETIXX - QUICK STEP
110,Vasil KIRYIENKA,Belarus,SKY,34,+18:52,5,+18:52,+18:52,TEAM SKY
111,Mathew HAYMAN,Australia,OGE,37,+18:56,5,+18:56,+18:56,ORICA GREENEDGE
112,Luka MEZGEC,Slovenia,TGA,27,+19:22,5,+19:22,+19:22,TEAM GIANT - ALPECIN
113,Jay Robert THOMSON,South Africa,MTN,29,+19:44,5,+19:44,+19:44,MTN - QHUBEKA
114,Dario CATALDO,Italy,AST,30,+19:45,5,+19:45,+19:45,ASTANA PRO TEAM
115,Stephen CUMMINGS,Great Britain,MTN,34,+19:46,5,+19:46,+19:46,MTN - QHUBEKA
116,Niki TERPSTRA,Netherlands,EQS,31,+19:54,5,+19:54,+19:54,ETIXX - QUICK STEP
117,Maciej BODNAR,Poland,TCS,30,+20:08,5,+20:08,+20:08,TINKOFF - SAXO
118,Tony HUREL,France,EUC,28,+20:30,5,+20:30,+20:30,TEAM EUROPCAR
119,Peter SAGAN,Slovakia,TCS,25,+20:31,5,+20:31,+20:31,TINKOFF - SAXO
120,Daryl IMPEY,South Africa,OGE,31,+20:32,5,+20:32,+20:32,ORICA GREENEDGE
121,Johann VAN ZYL,South Africa,MTN,24,+20:39,5,+20:39,+20:39,MTN - QHUBEKA
122,Jasper DE BUYST,Belgium,LTS,22,+20:47,5,+20:47,+20:47,LOTTO SOUDAL
123,Jurgen VAN DEN BROECK,Belgium,LTS,32,+20:51,5,+20:51,+20:51,LOTTO SOUDAL
124,Timo ROOSEN,Netherlands,TLJ,22,+20:59,5,+20:59,+20:59,TEAM LOTTO NL - JUMBO
125,Pieter SERRY,Belgium,EQS,27,+21:03,5,+21:03,+21:03,ETIXX - QUICK STEP
126,Fabio Andres DUARTE AREVALO,Colombia,COL,29,+21:18,5,+21:18,+21:18,COLOMBIA
127,Rinaldo NOCENTINI,Italy,ALM,38,+21:22,5,+21:22,+21:22,AG2R LA MONDIALE
128,Francisco José VENTOSO ALBERDI,Spain,MOV,33,+21:28,5,+21:28,+21:28,MOVISTAR TEAM
129,Angel MADRAZO RUIZ,Spain,CJR,27,+21:53,5,+21:53,+21:53,CAJA RURAL-SEGUROS RGA
130,Alessandro DE MARCHI,Italy,BMC,29,+21:56,5,+21:56,+21:56,BMC RACING TEAM
131,Johan VAN SUMMEREN,Belgium,ALM,34,+22:08,5,+22:08,+22:08,AG2R LA MONDIALE
132,Ramirez chacon BRAYAN STIVEN,Colombia,COL,23,+22:13,5,+22:13,+22:13,COLOMBIA
133,Romain HARDY,France,COF,27,+22:22,5,+22:22,+22:22,"COFIDIS, SOLUTIONS CREDITS"
134,Angel VICIOSO ARCOS,Spain,KAT,38,+22:31,5,+22:31,+22:31,TEAM KATUSHA
135,Walter Fernando PEDRAZA MORALES,Colombia,COL,34,+22:36,5,+22:36,+22:36,COLOMBIA
136,Youcef REGUIGUI,Algeria,MTN,25,+22:51,5,+22:51,+22:51,MTN - QHUBEKA
137,Adam HANSEN,Australia,LTS,34,+23:13,5,+23:13,+23:13,LOTTO SOUDAL
138,Jussi VEIKKANEN,Finland,FDJ,34,+23:22,5,+23:22,+23:22,FDJ
139,Thomas DE GENDT,Belgium,LTS,29,+23:34,5,+23:34,+23:34,LOTTO SOUDAL
140,Jean-Pierre DRUCKER,Luxembourg,BMC,29,+23:47,5,+23:47,+23:47,BMC RACING TEAM
141,Salvatore PUCCIO,Italy,SKY,26,+23:54,5,+23:54,+23:54,TEAM SKY
142,Imanol ERVITI,Spain,MOV,32,+24:19,5,+24:19,+24:19,MOVISTAR TEAM
143,Iljo KEISSE,Belgium,EQS,33,+24:20,5,+24:20,+24:20,ETIXX - QUICK STEP
144,Omar FRAILE MATARRANZ,Spain,CJR,25,+24:27,5,+24:27,+24:27,CAJA RURAL-SEGUROS RGA
145,Ian BOSWELL,United States,SKY,24,+24:51,5,+24:51,+24:51,TEAM SKY
146,Javier MORENO BAZAN,Spain,MOV,31,+24:58,5,+24:58,+24:58,MOVISTAR TEAM
147,Carlos BARBERO CUESTA,Spain,CJR,24,+25:28,5,+25:28,+25:28,CAJA RURAL-SEGUROS RGA
148,Bertjan LINDEMAN,Netherlands,TLJ,26,+25:45,5,+25:45,+25:45,TEAM LOTTO NL - JUMBO
149,Mitchell DOCKER,Australia,OGE,29,+26:43,5,+26:43,+26:43,ORICA GREENEDGE
150,Kévin REZA,France,FDJ,27,+26:50,5,+26:50,+26:50,FDJ
151,Nacer BOUHANNI,France,COF,25,+26:51,5,+26:51,+26:51,"COFIDIS, SOLUTIONS CREDITS"
152,Cyril LEMOINE,France,COF,32,+26:59,5,+26:59,+26:59,"COFIDIS, SOLUTIONS CREDITS"
153,Geoffrey SOUPE,France,COF,27,+27:34,5,+27:34,+27:34,"COFIDIS, SOLUTIONS CREDITS"
154,Dominique ROLLIN,Canada,COF,33,+27:47,5,+27:47,+27:47,"COFIDIS, SOLUTIONS CREDITS"
155,Alessandro VANOTTI,Italy,AST,35,+28:08,5,+28:08,+28:08,ASTANA PRO TEAM
156,Andrey ZEITS,Kazakhstan,AST,29,+28:29,5,+28:29,+28:29,ASTANA PRO TEAM
157,Thierry HUPOND,France,TGA,31,+28:29,5,+28:29,+28:29,TEAM GIANT - ALPECIN
158,Lorenzo MANZIN,France,FDJ,21,+28:30,5,+28:30,+28:30,FDJ
159,Sébastien MINARD,France,ALM,33,+29:10,5,+29:10,+29:10,AG2R LA MONDIALE
160,Maximiliano Ariel RICHEZE,Argentina,LAM,32,+29:34,5,+29:34,+29:34,LAMPRE - MERIDA
161,Pavel BRUTT,Russia,TCS,33,+29:35,5,+29:35,+29:35,TINKOFF - SAXO
162,Alexis GOUGEARD,France,ALM,22,+29:52,5,+29:52,+29:52,AG2R LA MONDIALE
163,Simon PELLAUD,Switzerland,IAM,23,+30:11,5,+30:11,+30:11,IAM CYCLING
164,Matej MOHORIC,Slovenia,TCG,21,+30:26,5,+30:26,+30:26,TEAM CANNONDALE - GARMIN
165,Biel KADRI,France,ALM,29,+30:45,5,+30:45,+30:45,AG2R LA MONDIALE
166,Yohan BAGOT,France,COF,28,+31:06,5,+31:06,+31:06,"COFIDIS, SOLUTIONS CREDITS"
167,Rory SUTHERLAND,Australia,MOV,33,+31:28,5,+31:28,+31:28,MOVISTAR TEAM
168,Songezo JIM,South Africa,MTN,25,+32:41,5,+32:41,+32:41,MTN - QHUBEKA
169,Yaroslav POPOVYCH,Ukraine,TFR,35,+33:02,5,+33:02,+33:02,TREK FACTORY RACING
170,Mickael DELAGE,France,FDJ,30,+33:29,5,+33:29,+33:29,FDJ
171,Antoine DUCHESNE,Canada,EUC,24,+33:55,5,+33:55,+33:55,TEAM EUROPCAR
172,Johannes FRÖHLINGER,Germany,TGA,30,+33:56,5,+33:56,+33:56,TEAM GIANT - ALPECIN
173,Arnaud COURTEILLE,France,FDJ,26,+34:38,5,+34:38,+34:38,FDJ
174,Ilia KOSHEVOY,Belarus,LAM,24,+34:54,5,+34:54,+34:54,LAMPRE - MERIDA
175,Boy VAN POPPEL,Netherlands,TFR,27,+35:02,5,+35:02,+35:02,TREK FACTORY RACING
176,Danny VAN POPPEL,Netherlands,TFR,22,+36:26,5,+36:26,+36:26,TREK FACTORY RACING
177,Caleb EWAN,Australia,OGE,21,+36:42,5,+36:42,+36:42,ORICA GREENEDGE
178,Damien HOWSON,Australia,OGE,23,+36:49,5,+36:49,+36:49,ORICA GREENEDGE
179,Jimmy ENGOULVENT,France,EUC,36,+37:13,5,+37:13,+37:13,TEAM EUROPCAR
180,Maarten TJALLINGII,Netherlands,TLJ,38,+38:05,5,+38:05,+38:05,TEAM LOTTO NL - JUMBO
181,Daniele BENNATI,Italy,TCS,35,+38:09,5,+38:09,+38:09,TINKOFF - SAXO
182,Gatis SMUKULIS,Latvia,KAT,28,+38:58,5,+38:58,+38:58,TEAM KATUSHA
183,Kris BOECKMANS,Belgium,LTS,28,+43:13,5,+43:13,+43:13,LOTTO SOUDAL
184,Tom STAMSNIJDER,Netherlands,TGA,30,+43:27,5,+43:27,+43:27,TEAM GIANT - ALPECIN
185,Murilo Antonio FISCHER,Brazil,FDJ,36,+43:40,5,+43:40,+43:40,FDJ
186,Vladimir ISAYCHEV,Russia,KAT,29,+44:13,5,+44:13,+44:13,TEAM KATUSHA
187,Martijn KEIZER,Netherlands,TLJ,27,+44:52,5,+44:52,+44:52,TEAM LOTTO NL - JUMBO
188,Zico WAEYTENS,Belgium,TGA,24,+45:42,5,+45:42,+45:42,TEAM GIANT - ALPECIN
189,Tsgabu Gebremaryam GRMAY,Ethiopia,LAM,24,+46:41,5,+46:41,+46:41,LAMPRE - MERIDA
190,Valerio CONTI,Italy,LAM,22,+46:43,5,+46:43,+46:43,LAMPRE - MERIDA
191,Gediminas BAGDONAS,Lithuania,ALM,30,+53:15,5,+53:15,+53:15,AG2R LA MONDIALE
1,Jhoan Esteban CHAVES RUBIO,Colombia,OGE,25,21:55:13,6,+0.913344907407407,+0,ORICA GREENEDGE
2,Tom DUMOULIN,Netherlands,TGA,25,10,6,+10,+10,TEAM GIANT - ALPECIN
3,Daniel MARTIN,Ireland,TCG,29,33,6,+33,+33,TEAM CANNONDALE - GARMIN
4,Nicolas ROCHE,Ireland,SKY,31,36,6,+36,+36,TEAM SKY
5,Alejandro VALVERDE BELMONTE,Spain,MOV,35,49,6,+49,+49,MOVISTAR TEAM
6,Daniel MORENO FERNANDEZ,Spain,KAT,34,51,6,+51,+51,TEAM KATUSHA
7,Christopher FROOME,Great Britain,SKY,30,55,6,+55,+55,TEAM SKY
8,Joaquin RODRIGUEZ OLIVER,Spain,KAT,36,56,6,+56,+56,TEAM KATUSHA
9,Nairo Alexander QUINTANA ROJAS,Colombia,MOV,25,57,6,+57,+57,MOVISTAR TEAM
10,Fabio ARU,Italy,AST,25,+1:08,6,+1:08,+1:08,ASTANA PRO TEAM
11,Mikel LANDA MEANA,Spain,AST,26,+1:12,6,+1:12,+1:12,ASTANA PRO TEAM
12,Mikel NIEVE ITURALDE,Spain,SKY,31,+1:12,6,+1:12,+1:12,TEAM SKY
13,Tejay VAN GARDEREN,United States,BMC,27,+1:16,6,+1:16,+1:16,BMC RACING TEAM
14,Domenico POZZOVIVO,Italy,ALM,33,+1:19,6,+1:19,+1:19,AG2R LA MONDIALE
15,Sergio Luis HENAO MONTOYA,Colombia,SKY,28,+1:27,6,+1:27,+1:27,TEAM SKY
16,Rafal MAJKA,Poland,TCS,26,+1:29,6,+1:29,+1:29,TINKOFF - SAXO
17,Gianluca BRAMBILLA,Italy,EQS,28,+1:43,6,+1:43,+1:43,ETIXX - QUICK STEP
18,Luis Leon SANCHEZ GIL,Spain,AST,32,+1:44,6,+1:44,+1:44,ASTANA PRO TEAM
19,Louis MEINTJES,South Africa,MTN,23,+1:51,6,+1:51,+1:51,MTN - QHUBEKA
20,Andre Fernando S. Martins CARDOSO,Portugal,TCG,31,+1:54,6,+1:54,+1:54,TEAM CANNONDALE - GARMIN
21,Romain SICARD,France,EUC,27,+2:00,6,+2:00,+2:00,TEAM EUROPCAR
22,Daniel NAVARRO GARCIA,Spain,COF,32,+2:16,6,+2:16,+2:16,"COFIDIS, SOLUTIONS CREDITS"
23,Samuel SANCHEZ GONZALEZ,Spain,BMC,37,+2:23,6,+2:23,+2:23,BMC RACING TEAM
24,Bart DE CLERCQ,Belgium,LTS,29,+2:43,6,+2:43,+2:43,LOTTO SOUDAL
25,Stéphane ROSSETTO,France,COF,28,+2:51,6,+2:51,+2:51,"COFIDIS, SOLUTIONS CREDITS"
26,Frank SCHLECK,Luxembourg,TFR,35,+2:58,6,+2:58,+2:58,TREK FACTORY RACING
27,George BENNETT,New Zealand,TLJ,25,+3:07,6,+3:07,+3:07,TEAM LOTTO NL - JUMBO
28,Maxime BOUET,France,EQS,29,+3:20,6,+3:20,+3:20,ETIXX - QUICK STEP
29,Fabrice JEANDESBOZ,France,EUC,31,+3:22,6,+3:22,+3:22,TEAM EUROPCAR
30,Lawson CRADDOCK,United States,TGA,23,+3:27,6,+3:27,+3:27,TEAM GIANT - ALPECIN
31,Rodolfo Andres TORRES AGUDELO,Colombia,COL,28,+3:43,6,+3:43,+3:43,COLOMBIA
32,Maxime MONFORT,Belgium,LTS,32,+3:52,6,+3:52,+3:52,LOTTO SOUDAL
33,Kenny ELISSONDE,France,FDJ,24,+4:00,6,+4:00,+4:00,FDJ
34,Ricardo VILELA,Portugal,CJR,28,+4:33,6,+4:33,+4:33,CAJA RURAL-SEGUROS RGA
35,Julien SIMON,France,COF,30,+4:59,6,+4:59,+4:59,"COFIDIS, SOLUTIONS CREDITS"
36,Carlos VERONA QUINTANILLA,Spain,EQS,23,+5:02,6,+5:02,+5:02,ETIXX - QUICK STEP
37,Haimar ZUBELDIA AGIRRE,Spain,TFR,38,+5:07,6,+5:07,+5:07,TREK FACTORY RACING
38,Alberto LOSADA ALGUACIL,Spain,KAT,33,+5:07,6,+5:07,+5:07,TEAM KATUSHA
39,José GONÇALVES,Portugal,CJR,26,+5:12,6,+5:12,+5:12,CAJA RURAL-SEGUROS RGA
40,Andrey AMADOR BAKKAZAKOVA,Costa Rica,MOV,29,+5:53,6,+5:53,+5:53,MOVISTAR TEAM
41,Riccardo ZOIDL,Austria,TFR,27,+6:14,6,+6:14,+6:14,TREK FACTORY RACING
42,David ARROYO DURAN,Spain,CJR,35,+6:26,6,+6:26,+6:26,CAJA RURAL-SEGUROS RGA
43,Darwin ATAPUMA HURTADO,Colombia,BMC,27,+6:27,6,+6:27,+6:27,BMC RACING TEAM
44,Pierre ROLLAND,France,EUC,29,+7:21,6,+7:21,+7:21,TEAM EUROPCAR
45,Cyril GAUTIER,France,EUC,28,+7:35,6,+7:35,+7:35,TEAM EUROPCAR
46,Pawel POLJANSKI,Poland,TCS,25,+9:15,6,+9:15,+9:15,TINKOFF - SAXO
47,Joseph Lloyd DOMBROWSKI,United States,TCG,24,+9:44,6,+9:44,+9:44,TEAM CANNONDALE - GARMIN
48,Pavel KOCHETKOV,Russia,KAT,29,+9:47,6,+9:47,+9:47,TEAM KATUSHA
49,Natnael BERHANE,Eritrea,MTN,24,+10:17,6,+10:17,+10:17,MTN - QHUBEKA
50,Alex CANO ARDILA,Colombia,COL,32,+10:35,6,+10:35,+10:35,COLOMBIA
51,Juan Pablo VALENCIA,Colombia,COL,27,+10:43,6,+10:43,+10:43,COLOMBIA
52,Peter VELITS,Slovakia,BMC,30,+10:52,6,+10:52,+10:52,BMC RACING TEAM
53,Yukiya ARASHIRO,Japan,EUC,31,+11:23,6,+11:23,+11:23,TEAM EUROPCAR
54,Tosh VAN DER SANDE,Belgium,LTS,25,+11:33,6,+11:33,+11:33,LOTTO SOUDAL
55,Vicente REYNES MIMO,Spain,IAM,34,+11:33,6,+11:33,+11:33,IAM CYCLING
56,Miguel Angel RUBIANO CHAVEZ,Colombia,COL,31,+11:48,6,+11:48,+11:48,COLOMBIA
57,Thomas DEGAND,Belgium,IAM,29,+11:49,6,+11:49,+11:49,IAM CYCLING
58,Nelson Filipe SANTOS SIMOES OLIVEIRA,Portugal,LAM,26,+12:03,6,+12:03,+12:03,LAMPRE - MERIDA
59,Jelle VANENDERT,Belgium,LTS,30,+13:01,6,+13:01,+13:01,LOTTO SOUDAL
60,Marcel AREGGER,Switzerland,IAM,25,+13:27,6,+13:27,+13:27,IAM CYCLING
61,Jerome COPPEL,France,IAM,29,+13:43,6,+13:43,+13:43,IAM CYCLING
62,Jerome COUSIN,France,EUC,26,+14:06,6,+14:06,+14:06,TEAM EUROPCAR
63,Jay MCCARTHY,Australia,TCS,23,+14:27,6,+14:27,+14:27,TINKOFF - SAXO
64,Lawrence WARBASSE,United States,IAM,25,+14:29,6,+14:29,+14:29,IAM CYCLING
65,Jose Joaquin ROJAS GIL,Spain,MOV,30,+14:40,6,+14:40,+14:40,MOVISTAR TEAM
66,Tiago MACHADO,Portugal,KAT,30,+15:16,6,+15:16,+15:16,TEAM KATUSHA
67,Joseph ROSSKOPF,United States,BMC,26,+15:45,6,+15:45,+15:45,BMC RACING TEAM
68,Olivier LE GAC,France,FDJ,22,+16:09,6,+16:09,+16:09,FDJ
69,Andrew TALANSKY,United States,TCG,27,+16:25,6,+16:25,+16:25,TEAM CANNONDALE - GARMIN
70,Ruben PLAZA MOLINA,Spain,LAM,35,+16:35,6,+16:35,+16:35,LAMPRE - MERIDA
71,Diego ROSA,Italy,AST,26,+16:55,6,+16:55,+16:55,ASTANA PRO TEAM
72,Sergio Miguel MOREIRA PAULINHO,Portugal,TCS,35,+17:02,6,+17:02,+17:02,TINKOFF - SAXO
73,Pello BILBAO LOPEZ DE ARMENTIA,Spain,CJR,25,+17:04,6,+17:04,+17:04,CAJA RURAL-SEGUROS RGA
74,Jesper HANSEN,Denmark,TCS,25,+17:10,6,+17:10,+17:10,TINKOFF - SAXO
75,Jasper STUYVEN,Belgium,TFR,23,+18:03,6,+18:03,+18:03,TREK FACTORY RACING
76,Giovanni VISCONTI,Italy,MOV,32,+18:03,6,+18:03,+18:03,MOVISTAR TEAM
77,Geraint THOMAS,Great Britain,SKY,29,+18:06,6,+18:06,+18:06,TEAM SKY
78,Eduard VORGANOV,Russia,KAT,33,+18:15,6,+18:15,+18:15,TEAM KATUSHA
79,Amets TXURRUKA,Spain,CJR,33,+18:43,6,+18:43,+18:43,CAJA RURAL-SEGUROS RGA
80,Simon GERRANS,Australia,OGE,35,+18:52,6,+18:52,+18:52,ORICA GREENEDGE
81,Matteo MONTAGUTI,Italy,ALM,31,+18:57,6,+18:57,+18:57,AG2R LA MONDIALE
82,Davide VILLELLA,Italy,TCG,24,+18:58,6,+18:58,+18:58,TEAM CANNONDALE - GARMIN
83,Kristian SBARAGLI,Italy,MTN,25,+19:08,6,+19:08,+19:08,MTN - QHUBEKA
84,Koen DE KORT,Netherlands,TGA,33,+19:22,6,+19:22,+19:22,TEAM GIANT - ALPECIN
85,Mikael CHEREL,France,ALM,29,+19:30,6,+19:30,+19:30,AG2R LA MONDIALE
86,Mattia CATTANEO,Italy,LAM,25,+20:03,6,+20:03,+20:03,LAMPRE - MERIDA
87,Moreno MOSER,Italy,TCG,25,+20:12,6,+20:12,+20:12,TEAM CANNONDALE - GARMIN
88,Sylvain CHAVANEL,France,IAM,36,+20:13,6,+20:13,+20:13,IAM CYCLING
89,Alex HOWES,United States,TCG,27,+20:16,6,+20:16,+20:16,TEAM CANNONDALE - GARMIN
90,Amaël MOINARD,France,BMC,33,+20:18,6,+20:18,+20:18,BMC RACING TEAM
91,Benjamin KING,United States,TCG,26,+20:33,6,+20:33,+20:33,TEAM CANNONDALE - GARMIN
92,Jens KEUKELEIRE,Belgium,OGE,27,+20:51,6,+20:51,+20:51,ORICA GREENEDGE
93,Leonardo Fabio DUQUE,Colombia,COL,35,+21:11,6,+21:11,+21:11,COLOMBIA
94,Mike TEUNISSEN,Netherlands,TLJ,23,+21:48,6,+21:48,+21:48,TEAM LOTTO NL - JUMBO
95,Jurgen VAN DEN BROECK,Belgium,LTS,32,+22:07,6,+22:07,+22:07,LOTTO SOUDAL
96,Carlos Julian QUINTERO,Colombia,COL,29,+22:08,6,+22:08,+22:08,COLOMBIA
97,Markel IRIZAR ARANBURU,Spain,TFR,35,+22:09,6,+22:09,+22:09,TREK FACTORY RACING
98,Kristijan DURASEK,Croatia,LAM,28,+22:19,6,+22:19,+22:19,LAMPRE - MERIDA
99,Dario CATALDO,Italy,AST,30,+22:36,6,+22:36,+22:36,ASTANA PRO TEAM
100,Maarten WYNANTS,Belgium,TLJ,33,+22:42,6,+22:42,+22:42,TEAM LOTTO NL - JUMBO
101,Martin VELITS,Slovakia,EQS,30,+22:45,6,+22:45,+22:45,ETIXX - QUICK STEP
102,Fabio Andres DUARTE AREVALO,Colombia,COL,29,+22:49,6,+22:49,+22:49,COLOMBIA
103,Stephen CUMMINGS,Great Britain,MTN,34,+23:07,6,+23:07,+23:07,MTN - QHUBEKA
104,Cameron MEYER,Australia,OGE,27,+23:16,6,+23:16,+23:16,ORICA GREENEDGE
105,Angel MADRAZO RUIZ,Spain,CJR,27,+23:20,6,+23:20,+23:20,CAJA RURAL-SEGUROS RGA
106,Dennis VAN WINDEN,Netherlands,TLJ,28,+23:53,6,+23:53,+23:53,TEAM LOTTO NL - JUMBO
107,Rinaldo NOCENTINI,Italy,ALM,38,+23:59,6,+23:59,+23:59,AG2R LA MONDIALE
108,John DEGENKOLB,Germany,TGA,26,+24:09,6,+24:09,+24:09,TEAM GIANT - ALPECIN
109,Vasil KIRYIENKA,Belarus,SKY,34,+24:09,6,+24:09,+24:09,TEAM SKY
110,Jay Robert THOMSON,South Africa,MTN,29,+24:12,6,+24:12,+24:12,MTN - QHUBEKA
111,Jaco VENTER,South Africa,MTN,28,+24:45,6,+24:45,+24:45,MTN - QHUBEKA
112,Pieter SERRY,Belgium,EQS,27,+25:31,6,+25:31,+25:31,ETIXX - QUICK STEP
113,Thomas DE GENDT,Belgium,LTS,29,+25:32,6,+25:32,+25:32,LOTTO SOUDAL
114,Peter SAGAN,Slovakia,TCS,25,+25:42,6,+25:42,+25:42,TINKOFF - SAXO
115,Romain HARDY,France,COF,27,+25:57,6,+25:57,+25:57,"COFIDIS, SOLUTIONS CREDITS"
116,Daryl IMPEY,South Africa,OGE,31,+25:59,6,+25:59,+25:59,ORICA GREENEDGE
117,Tom VAN ASBROECK,Belgium,TLJ,25,+26:01,6,+26:01,+26:01,TEAM LOTTO NL - JUMBO
118,Adam HANSEN,Australia,LTS,34,+26:04,6,+26:04,+26:04,LOTTO SOUDAL
119,Maciej BODNAR,Poland,TCS,30,+26:29,6,+26:29,+26:29,TINKOFF - SAXO
120,Mathew HAYMAN,Australia,OGE,37,+26:49,6,+26:49,+26:49,ORICA GREENEDGE
121,Angel VICIOSO ARCOS,Spain,KAT,38,+27:04,6,+27:04,+27:04,TEAM KATUSHA
122,Christian KNEES,Germany,SKY,34,+27:17,6,+27:17,+27:17,TEAM SKY
123,Francisco José VENTOSO ALBERDI,Spain,MOV,33,+27:55,6,+27:55,+27:55,MOVISTAR TEAM
124,Alessandro DE MARCHI,Italy,BMC,29,+28:17,6,+28:17,+28:17,BMC RACING TEAM
125,Laurent PICHON,France,FDJ,29,+28:18,6,+28:18,+28:18,FDJ
126,Salvatore PUCCIO,Italy,SKY,26,+28:27,6,+28:27,+28:27,TEAM SKY
127,Luka MEZGEC,Slovenia,TGA,27,+29:09,6,+29:09,+29:09,TEAM GIANT - ALPECIN
128,Johan VAN SUMMEREN,Belgium,ALM,34,+29:22,6,+29:22,+29:22,AG2R LA MONDIALE
129,Nikolas MAES,Belgium,EQS,29,+29:36,6,+29:36,+29:36,ETIXX - QUICK STEP
130,Walter Fernando PEDRAZA MORALES,Colombia,COL,34,+29:50,6,+29:50,+29:50,COLOMBIA
131,Youcef REGUIGUI,Algeria,MTN,25,+30:11,6,+30:11,+30:11,MTN - QHUBEKA
132,Jean-Pierre DRUCKER,Luxembourg,BMC,29,+31:07,6,+31:07,+31:07,BMC RACING TEAM
133,Javier MORENO BAZAN,Spain,MOV,31,+31:35,6,+31:35,+31:35,MOVISTAR TEAM
134,Niki TERPSTRA,Netherlands,EQS,31,+31:42,6,+31:42,+31:42,ETIXX - QUICK STEP
135,Timo ROOSEN,Netherlands,TLJ,22,+31:59,6,+31:59,+31:59,TEAM LOTTO NL - JUMBO
136,Luis MAS BONET,Spain,CJR,26,+32:01,6,+32:01,+32:01,CAJA RURAL-SEGUROS RGA
137,Kévin REZA,France,FDJ,27,+32:07,6,+32:07,+32:07,FDJ
138,Tony HUREL,France,EUC,28,+32:14,6,+32:14,+32:14,TEAM EUROPCAR
139,Cyril LEMOINE,France,COF,32,+32:16,6,+32:16,+32:16,"COFIDIS, SOLUTIONS CREDITS"
140,Johann VAN ZYL,South Africa,MTN,24,+32:23,6,+32:23,+32:23,MTN - QHUBEKA
141,Jasper DE BUYST,Belgium,LTS,22,+32:37,6,+32:37,+32:37,LOTTO SOUDAL
142,Ramirez chacon BRAYAN STIVEN,Colombia,COL,23,+33:57,6,+33:57,+33:57,COLOMBIA
143,Simon PELLAUD,Switzerland,IAM,23,+34:21,6,+34:21,+34:21,IAM CYCLING
144,Sébastien MINARD,France,ALM,33,+34:27,6,+34:27,+34:27,AG2R LA MONDIALE
145,Imanol ERVITI,Spain,MOV,32,+34:29,6,+34:29,+34:29,MOVISTAR TEAM
146,Mitchell DOCKER,Australia,OGE,29,+34:36,6,+34:36,+34:36,ORICA GREENEDGE
147,Ian BOSWELL,United States,SKY,24,+35:01,6,+35:01,+35:01,TEAM SKY
148,Andrey ZEITS,Kazakhstan,AST,29,+35:06,6,+35:06,+35:06,ASTANA PRO TEAM
