Rank,Name,Country,Team Code,Age,ResultTime,Stage,Timegap1,Gap,Team
7,Giovanni VISCONTI,Italy,MOV,32,+2:21,12,+2:21,+2:21,MOVISTAR TEAM
8,Damiano CARUSO,Italy,BMC,28,+2:29,12,+2:29,+2:29,BMC RACING TEAM
9,Andrey AMADOR BAKKAZAKOVA,Costa Rica,MOV,29,+2:38,12,+2:38,+2:38,MOVISTAR TEAM
10,Leopold KONIG,Czech Republic,SKY,28,+2:44,12,+2:44,+2:44,TEAM SKY
11,Davide FORMOLO,Italy,TCG,23,+3:10,12,+3:10,+3:10,TEAM CANNONDALE - GARMIN
12,Richie PORTE,Australia,SKY,30,+3:18,12,+3:18,+3:18,TEAM SKY
13,Damiano CUNEGO,Italy,NIP,34,+3:24,12,+3:24,+3:24,NIPPO - VINI FANTINI
14,Darwin ATAPUMA HURTADO,Colombia,BMC,27,+3:24,12,+3:24,+3:24,BMC RACING TEAM
15,Yury TROFIMOV,Russia,KAT,31,+3:32,12,+3:32,+3:32,TEAM KATUSHA
16,Jurgen VAN DEN BROECK,Belgium,LTS,32,+3:42,12,+3:42,+3:42,LOTTO SOUDAL
17,Maxime MONFORT,Belgium,LTS,32,+4:14,12,+4:14,+4:14,LOTTO SOUDAL
18,Alexandre GENIEZ,France,FDJ,27,+5:03,12,+5:03,+5:03,FDJ
19,Amaël MOINARD,France,BMC,33,+5:05,12,+5:05,+5:05,BMC RACING TEAM
20,Jon IZAGUIRRE INSAUSTI,Spain,MOV,26,+5:56,12,+5:56,+5:56,MOVISTAR TEAM
21,Ryder HESJEDAL,Canada,TCG,35,+6:21,12,+6:21,+6:21,TEAM CANNONDALE - GARMIN
22,Mikel NIEVE ITURALDE,Spain,SKY,31,+8:03,12,+8:03,+8:03,TEAM SKY
23,Steven KRUIJSWIJK,Netherlands,TLJ,28,+10:44,12,+10:44,+10:44,TEAM LOTTO NL - JUMBO
24,Paolo TIRALONGO,Italy,AST,38,+13:42,12,+13:42,+13:42,ASTANA PRO TEAM
25,Tanel KANGERT,Estonia,AST,28,+13:52,12,+13:52,+13:52,ASTANA PRO TEAM
26,Diego ROSA,Italy,AST,26,+19:09,12,+19:09,+19:09,ASTANA PRO TEAM
27,Carlos Alberto BETANCUR GOMEZ,Colombia,ALM,26,+20:41,12,+20:41,+20:41,AG2R LA MONDIALE
28,Andre Fernando S. Martins CARDOSO,Portugal,TCG,31,+27:46,12,+27:46,+27:46,TEAM CANNONDALE - GARMIN
29,Michael ROGERS,Australia,TCS,36,+30:53,12,+30:53,+30:53,TINKOFF - SAXO
30,Benat INTXAUSTI ELORRIAGA,Spain,MOV,29,+31:37,12,+31:37,+31:37,MOVISTAR TEAM
31,Luis Leon SANCHEZ GIL,Spain,AST,32,+33:30,12,+33:30,+33:30,ASTANA PRO TEAM
32,Sébastien REICHENBACH,Switzerland,IAM,26,+34:11,12,+34:11,+34:11,IAM CYCLING
33,Stef CLEMENT,Netherlands,IAM,33,+38:41,12,+38:41,+38:41,IAM CYCLING
34,Pavel KOCHETKOV,Russia,KAT,29,+39:49,12,+39:49,+39:49,TEAM KATUSHA
35,Jhoan Esteban CHAVES RUBIO,Colombia,OGE,25,+41:09,12,+41:09,+41:09,ORICA GREENEDGE
36,Przemyslaw NIEMIEC,Poland,LAM,35,+43:07,12,+43:07,+43:07,LAMPRE - MERIDA
37,Stefano PIRAZZI,Italy,BAR,28,+44:44,12,+44:44,+44:44,BARDIANI CSF
38,Philippe GILBERT,Belgium,BMC,33,+44:56,12,+44:56,+44:56,BMC RACING TEAM
39,Jonathan MONSALVE,Venezuela,STH,26,+45:29,12,+45:29,+45:29,SOUTHEAST
40,Jan POLANC,Slovenia,LAM,23,+47:05,12,+47:05,+47:05,LAMPRE - MERIDA
41,Franco PELLIZOTTI,Italy,AND,37,+48:16,12,+48:16,+48:16,ANDRONI GIOCATTOLI - SIDERMEC
42,Martijn KEIZER,Netherlands,TLJ,27,+51:59,12,+51:59,+51:59,TEAM LOTTO NL - JUMBO
43,Diego ULISSI,Italy,LAM,26,+56:06,12,+56:06,+56:06,LAMPRE - MERIDA
44,Mauro FINETTO,Italy,STH,30,+56:48,12,+56:48,+56:48,SOUTHEAST
45,Francesco Manuel BONGIORNO,Italy,BAR,25,+58:24,12,+58:24,+58:24,BARDIANI CSF
46,Ilnur ZAKARIN,Russia,KAT,26,+58:44,12,+58:44,+58:44,TEAM KATUSHA
47,Simon CLARKE,Australia,OGE,29,+59:44,12,+59:44,+59:44,ORICA GREENEDGE
48,Fabio FELLINE,Italy,TFR,25,+59:50,12,+59:50,+59:50,TREK FACTORY RACING
49,Branislau SAMOILAU,Belarus,CCC,30,+1:00:20,12,+1:00:20,+1:00:20,CCC SPRANDI POLKOWICE
50,Andrey ZEITS,Kazakhstan,AST,29,+1:00:27,12,+1:00:27,+1:00:27,ASTANA PRO TEAM
51,Francesco GAVAZZI,Italy,STH,31,+1:01:41,12,+1:01:41,+1:01:41,SOUTHEAST
52,Kanstantsin SIUTSOU,Belarus,SKY,33,+1:02:35,12,+1:02:35,+1:02:35,TEAM SKY
53,Michael MATTHEWS,Australia,OGE,25,+1:04:19,12,+1:04:19,+1:04:19,ORICA GREENEDGE
54,Ivan BASSO,Italy,TCS,38,+1:04:31,12,+1:04:31,+1:04:31,TINKOFF - SAXO
55,Igor ANTON HERNANDEZ,Spain,MOV,32,+1:04:58,12,+1:04:58,+1:04:58,MOVISTAR TEAM
56,Grega BOLE,Slovenia,CCC,30,+1:05:04,12,+1:05:04,+1:05:04,CCC SPRANDI POLKOWICE
57,Matteo MONTAGUTI,Italy,ALM,31,+1:05:54,12,+1:05:54,+1:05:54,AG2R LA MONDIALE
58,Kenny ELISSONDE,France,FDJ,24,+1:06:48,12,+1:06:48,+1:06:48,FDJ
59,Francis MOUREY,France,FDJ,35,+1:07:15,12,+1:07:15,+1:07:15,FDJ
60,Sergey LAGUTIN,Russia,KAT,34,+1:07:46,12,+1:07:46,+1:07:46,TEAM KATUSHA
61,Silvan DILLIER,Switzerland,BMC,25,+1:08:43,12,+1:08:43,+1:08:43,BMC RACING TEAM
62,Sylvain CHAVANEL,France,IAM,36,+1:10:10,12,+1:10:10,+1:10:10,IAM CYCLING
63,David DE LA CRUZ MELGAREJO,Spain,EQS,26,+1:10:22,12,+1:10:22,+1:10:22,ETIXX - QUICK STEP
64,Maxime BOUET,France,EQS,29,+1:11:10,12,+1:11:10,+1:11:10,ETIXX - QUICK STEP
65,Simon GERRANS,Australia,OGE,35,+1:12:31,12,+1:12:31,+1:12:31,ORICA GREENEDGE
66,Alessandro BISOLTI,Italy,NIP,30,+1:13:32,12,+1:13:32,+1:13:32,NIPPO - VINI FANTINI
67,Sylwester SZMYD,Poland,CCC,37,+1:13:49,12,+1:13:49,+1:13:49,CCC SPRANDI POLKOWICE
68,Simone STORTONI,Italy,AND,30,+1:13:51,12,+1:13:51,+1:13:51,ANDRONI GIOCATTOLI - SIDERMEC
69,Simon GESCHKE,Germany,TGA,29,+1:14:36,12,+1:14:36,+1:14:36,TEAM GIANT - ALPECIN
70,Sebastian HENAO GOMEZ,Colombia,SKY,22,+1:15:04,12,+1:15:04,+1:15:04,TEAM SKY
71,Salvatore PUCCIO,Italy,SKY,26,+1:17:11,12,+1:17:11,+1:17:11,TEAM SKY
72,Jesus HERRADA LOPEZ,Spain,MOV,25,+1:20:12,12,+1:20:12,+1:20:12,MOVISTAR TEAM
73,Hubert DUPONT,France,ALM,35,+1:22:07,12,+1:22:07,+1:22:07,AG2R LA MONDIALE
74,Enrico BATTAGLIN,Italy,BAR,26,+1:23:27,12,+1:23:27,+1:23:27,BARDIANI CSF
75,Tsgabu Gebremaryam GRMAY,Ethiopia,LAM,24,+1:24:45,12,+1:24:45,+1:24:45,LAMPRE - MERIDA
76,Manuele MORI,Italy,LAM,35,+1:25:08,12,+1:25:08,+1:25:08,LAMPRE - MERIDA
77,Tom Jelte SLAGTER,Netherlands,TCG,26,+1:25:13,12,+1:25:13,+1:25:13,TEAM CANNONDALE - GARMIN
78,Maciej PATERSKI,Poland,CCC,29,+1:28:13,12,+1:28:13,+1:28:13,CCC SPRANDI POLKOWICE
79,Axel DOMONT,France,ALM,25,+1:29:48,12,+1:29:48,+1:29:48,AG2R LA MONDIALE
80,Sander ARMEE,Belgium,LTS,30,+1:32:00,12,+1:32:00,+1:32:00,LOTTO SOUDAL
81,Thomas DANIELSON,United States,TCG,37,+1:32:10,12,+1:32:10,+1:32:10,TEAM CANNONDALE - GARMIN
82,Clement CHEVRIER,France,IAM,23,+1:32:20,12,+1:32:20,+1:32:20,IAM CYCLING
83,Davide VILLELLA,Italy,TCG,24,+1:32:49,12,+1:32:49,+1:32:49,TEAM CANNONDALE - GARMIN
84,Manuele BOARO,Italy,TCS,28,+1:32:50,12,+1:32:50,+1:32:50,TINKOFF - SAXO
85,Nathan BROWN,United States,TCG,24,+1:34:25,12,+1:34:25,+1:34:25,TEAM CANNONDALE - GARMIN
86,Marcus BURGHARDT,Germany,BMC,32,+1:35:40,12,+1:35:40,+1:35:40,BMC RACING TEAM
87,Vasil KIRYIENKA,Belarus,SKY,34,+1:36:11,12,+1:36:11,+1:36:11,TEAM SKY
88,Adam HANSEN,Australia,LTS,34,+1:36:13,12,+1:36:13,+1:36:13,LOTTO SOUDAL
89,Gianfranco ZILIOLI,Italy,AND,25,+1:37:32,12,+1:37:32,+1:37:32,ANDRONI GIOCATTOLI - SIDERMEC
90,Ruben FERNANDEZ,Spain,MOV,24,+1:38:55,12,+1:38:55,+1:38:55,MOVISTAR TEAM
91,Kristof VANDEWALLE,Belgium,TFR,30,+1:40:26,12,+1:40:26,+1:40:26,TREK FACTORY RACING
92,Tobias LUDVIGSSON,Sweden,TGA,24,+1:41:12,12,+1:41:12,+1:41:12,TEAM GIANT - ALPECIN
93,Brent BOOKWALTER,United States,BMC,31,+1:41:20,12,+1:41:20,+1:41:20,BMC RACING TEAM
94,Davide MALACARNE,Italy,AST,28,+1:41:47,12,+1:41:47,+1:41:47,ASTANA PRO TEAM
95,Juan Jose LOBATO DEL VALLE,Spain,MOV,27,+1:42:51,12,+1:42:51,+1:42:51,MOVISTAR TEAM
96,Patrick GRETSCH,Germany,ALM,28,+1:43:21,12,+1:43:21,+1:43:21,AG2R LA MONDIALE
97,Edoardo ZARDINI,Italy,BAR,26,+1:43:26,12,+1:43:26,+1:43:26,BARDIANI CSF
98,Luca PAOLINI,Italy,KAT,38,+1:45:00,12,+1:45:00,+1:45:00,TEAM KATUSHA
99,Sonny COLBRELLI,Italy,BAR,25,+1:47:04,12,+1:47:04,+1:47:04,BARDIANI CSF
100,Elia FAVILLI,Italy,STH,26,+1:47:59,12,+1:47:59,+1:47:59,SOUTHEAST
101,Rinaldo NOCENTINI,Italy,ALM,38,+1:48:28,12,+1:48:28,+1:48:28,AG2R LA MONDIALE
102,Giacomo BERLATO,Italy,NIP,23,+1:50:19,12,+1:50:19,+1:50:19,NIPPO - VINI FANTINI
103,Chad HAGA,United States,TGA,27,+1:50:33,12,+1:50:33,+1:50:33,TEAM GIANT - ALPECIN
104,Enrico BARBIN,Italy,BAR,25,+1:51:48,12,+1:51:48,+1:51:48,BARDIANI CSF
105,Marek RUTKIEWICZ,Poland,CCC,34,+1:52:28,12,+1:52:28,+1:52:28,CCC SPRANDI POLKOWICE
106,Anthony ROUX,France,FDJ,28,+1:52:51,12,+1:52:51,+1:52:51,FDJ
107,Marco FRAPPORTI,Italy,AND,30,+1:53:15,12,+1:53:15,+1:53:15,ANDRONI GIOCATTOLI - SIDERMEC
108,Matteo TOSATTO,Italy,TCS,41,+1:53:20,12,+1:53:20,+1:53:20,TINKOFF - SAXO
109,Pieter WEENING,Netherlands,OGE,34,+1:53:20,12,+1:53:20,+1:53:20,ORICA GREENEDGE
110,Sergio Miguel MOREIRA PAULINHO,Portugal,TCS,35,+1:55:05,12,+1:55:05,+1:55:05,TINKOFF - SAXO
111,Fabio SABATINI,Italy,EQS,30,+1:55:09,12,+1:55:09,+1:55:09,ETIXX - QUICK STEP
112,Janier Alexis ACEVEDO COLLE,Colombia,TCG,30,+1:56:07,12,+1:56:07,+1:56:07,TEAM CANNONDALE - GARMIN
113,Luca CHIRICO,Italy,BAR,23,+1:56:56,12,+1:56:56,+1:56:56,BARDIANI CSF
114,Cédric PINEAU,France,FDJ,30,+1:59:35,12,+1:59:35,+1:59:35,FDJ
115,Bertjan LINDEMAN,Netherlands,TLJ,26,+2:01:27,12,+2:01:27,+2:01:27,TEAM LOTTO NL - JUMBO
116,Petr VAKOC,Czech Republic,EQS,23,+2:01:39,12,+2:01:39,+2:01:39,ETIXX - QUICK STEP
117,Kévin REZA,France,FDJ,27,+2:02:28,12,+2:02:28,+2:02:28,FDJ
118,Pier Paolo DE NEGRI,Italy,NIP,29,+2:02:30,12,+2:02:30,+2:02:30,NIPPO - VINI FANTINI
119,Davide APPOLLONIO,Italy,AND,26,+2:03:09,12,+2:03:09,+2:03:09,ANDRONI GIOCATTOLI - SIDERMEC
120,Alessandro PETACCHI,Italy,STH,41,+2:03:51,12,+2:03:51,+2:03:51,SOUTHEAST
121,Lars Ytting BAK,Denmark,LTS,35,+2:04:25,12,+2:04:25,+2:04:25,LOTTO SOUDAL
122,Heinrich HAUSSLER,Australia,IAM,31,+2:04:49,12,+2:04:49,+2:04:49,IAM CYCLING
123,Luke DURBRIDGE,Australia,OGE,24,+2:05:08,12,+2:05:08,+2:05:08,ORICA GREENEDGE
124,Hugo HOULE,Canada,ALM,25,+2:07:31,12,+2:07:31,+2:07:31,AG2R LA MONDIALE
125,Tom BOONEN,Belgium,EQS,35,+2:07:39,12,+2:07:39,+2:07:39,ETIXX - QUICK STEP
126,Maximiliano Ariel RICHEZE,Argentina,LAM,32,+2:10:05,12,+2:10:05,+2:10:05,LAMPRE - MERIDA
127,Julien BERARD,France,ALM,28,+2:10:34,12,+2:10:34,+2:10:34,AG2R LA MONDIALE
128,Matteo BUSATO,Italy,STH,28,+2:11:05,12,+2:11:05,+2:11:05,SOUTHEAST
129,Sergei CHERNETSKI,Russia,KAT,25,+2:11:16,12,+2:11:16,+2:11:16,TEAM KATUSHA
130,Arnaud COURTEILLE,France,FDJ,26,+2:11:17,12,+2:11:17,+2:11:17,FDJ
131,Dayer Uberney QUINTANA ROJAS,Colombia,MOV,23,+2:11:27,12,+2:11:27,+2:11:27,MOVISTAR TEAM
132,Sacha MODOLO,Italy,LAM,28,+2:12:36,12,+2:12:36,+2:12:36,LAMPRE - MERIDA
133,Nick VAN DER LIJKE,Netherlands,TLJ,24,+2:13:50,12,+2:13:50,+2:13:50,TEAM LOTTO NL - JUMBO
134,Sam BEWLEY,New Zealand,OGE,28,+2:15:09,12,+2:15:09,+2:15:09,ORICA GREENEDGE
135,Lukasz OWSIAN,Poland,CCC,25,+2:15:17,12,+2:15:17,+2:15:17,CCC SPRANDI POLKOWICE
136,Fumiyuki BEPPU,Japan,TFR,32,+2:15:37,12,+2:15:37,+2:15:37,TREK FACTORY RACING
137,Elia VIVIANI,Italy,SKY,26,+2:16:00,12,+2:16:00,+2:16:00,TEAM SKY
138,André GREIPEL,Germany,LTS,33,+2:17:02,12,+2:17:02,+2:17:02,LOTTO SOUDAL
139,Maarten TJALLINGII,Netherlands,TLJ,38,+2:18:39,12,+2:18:39,+2:18:39,TEAM LOTTO NL - JUMBO
140,Luka MEZGEC,Slovenia,TGA,27,+2:18:56,12,+2:18:56,+2:18:56,TEAM GIANT - ALPECIN
141,Maxim BELKOV,Russia,KAT,30,+2:19:20,12,+2:19:20,+2:19:20,TEAM KATUSHA
142,Murilo Antonio FISCHER,Brazil,FDJ,36,+2:19:33,12,+2:19:33,+2:19:33,FDJ
143,Eugenio ALAFACI,Italy,TFR,25,+2:20:06,12,+2:20:06,+2:20:06,TREK FACTORY RACING
144,Roberto FERRARI,Italy,LAM,32,+2:20:34,12,+2:20:34,+2:20:34,LAMPRE - MERIDA
145,Caleb FAIRLY,United States,TGA,28,+2:20:53,12,+2:20:53,+2:20:53,TEAM GIANT - ALPECIN
146,Alan MARANGONI,Italy,TCG,31,+2:24:10,12,+2:24:10,+2:24:10,TEAM CANNONDALE - GARMIN
147,Ivan ROVNY,Russia,TCS,28,+2:24:24,12,+2:24:24,+2:24:24,TINKOFF - SAXO
148,Giacomo NIZZOLO,Italy,TFR,26,+2:25:14,12,+2:25:14,+2:25:14,TREK FACTORY RACING
149,Brett LANCASTER,Australia,OGE,36,+2:25:40,12,+2:25:40,+2:25:40,ORICA GREENEDGE
150,Gang XU,China,LAM,31,+2:26:24,12,+2:26:24,+2:26:24,LAMPRE - MERIDA
151,Moreno HOFLAND,Netherlands,TLJ,24,+2:27:34,12,+2:27:34,+2:27:34,TEAM LOTTO NL - JUMBO
152,Alexander PORSEV,Russia,KAT,29,+2:28:58,12,+2:28:58,+2:28:58,TEAM KATUSHA
153,Greg HENDERSON,New Zealand,LTS,39,+2:29:10,12,+2:29:10,+2:29:10,LOTTO SOUDAL
154,Rick ZABEL,Germany,BMC,22,+2:29:41,12,+2:29:41,+2:29:41,BMC RACING TEAM
155,Christopher JUUL JENSEN,Denmark,TCS,26,+2:31:43,12,+2:31:43,+2:31:43,TINKOFF - SAXO
156,Bartlomiej MATYSIAK,Poland,CCC,31,+2:31:52,12,+2:31:52,+2:31:52,CCC SPRANDI POLKOWICE
157,Bernhard EISEL,Austria,SKY,34,+2:33:05,12,+2:33:05,+2:33:05,TEAM SKY
158,Fabio SILVESTRE,Portugal,TFR,25,+2:33:08,12,+2:33:08,+2:33:08,TREK FACTORY RACING
159,Jérôme PINEAU,France,IAM,35,+2:34:43,12,+2:34:43,+2:34:43,IAM CYCLING
160,Nikolay MIHAYLOV,Bulgaria,CCC,27,+2:35:00,12,+2:35:00,+2:35:00,CCC SPRANDI POLKOWICE
161,Serghei TVETCOV,Romania,AND,27,+2:35:10,12,+2:35:10,+2:35:10,ANDRONI GIOCATTOLI - SIDERMEC
162,Iljo KEISSE,Belgium,EQS,33,+2:35:24,12,+2:35:24,+2:35:24,ETIXX - QUICK STEP
163,Nikias ARNDT,Germany,TGA,24,+2:37:22,12,+2:37:22,+2:37:22,TEAM GIANT - ALPECIN
164,Rick FLENS,Netherlands,TLJ,32,+2:38:47,12,+2:38:47,+2:38:47,TEAM LOTTO NL - JUMBO
165,Boy VAN POPPEL,Netherlands,TFR,27,+2:40:51,12,+2:40:51,+2:40:51,TREK FACTORY RACING
166,Nicola RUFFONI,Italy,BAR,25,+2:43:25,12,+2:43:25,+2:43:25,BARDIANI CSF
167,Louis VERVAEKE,Belgium,LTS,22,+2:44:21,12,+2:44:21,+2:44:21,LOTTO SOUDAL
168,Calvin WATSON,Australia,TFR,22,+2:45:31,12,+2:45:31,+2:45:31,TREK FACTORY RACING
169,Riccardo STACCHIOTTI,Italy,NIP,24,+2:47:10,12,+2:47:10,+2:47:10,NIPPO - VINI FANTINI
170,Stig BROECKX,Belgium,LTS,25,+2:50:03,12,+2:50:03,+2:50:03,LOTTO SOUDAL
171,Jussi VEIKKANEN,Finland,FDJ,34,+2:50:10,12,+2:50:10,+2:50:10,FDJ
172,Alessandro MALAGUTI,Italy,NIP,28,+2:50:56,12,+2:50:56,+2:50:56,NIPPO - VINI FANTINI
173,Tom STAMSNIJDER,Netherlands,TGA,30,+2:51:37,12,+2:51:37,+2:51:37,TEAM GIANT - ALPECIN
174,Eduard Michael GROSU,Romania,NIP,23,+2:51:43,12,+2:51:43,+2:51:43,NIPPO - VINI FANTINI
175,Nicola BOEM,Italy,BAR,26,+2:51:45,12,+2:51:45,+2:51:45,BARDIANI CSF
176,Oscar GATTO,Italy,AND,30,+2:52:21,12,+2:52:21,+2:52:21,ANDRONI GIOCATTOLI - SIDERMEC
177,Bert DE BACKER,Belgium,TGA,31,+2:52:36,12,+2:52:36,+2:52:36,TEAM GIANT - ALPECIN
178,Marco BANDIERA,Italy,AND,31,+2:53:05,12,+2:53:05,+2:53:05,ANDRONI GIOCATTOLI - SIDERMEC
179,Eugert ZHUPA,Albania,STH,25,+2:56:15,12,+2:56:15,+2:56:15,SOUTHEAST
180,Cheng JI,China,TGA,28,+2:59:01,12,+2:59:01,+2:59:01,TEAM GIANT - ALPECIN
181,Roger KLUGE,Germany,IAM,29,+3:00:27,12,+3:00:27,+3:00:27,IAM CYCLING
182,Michael HEPBURN,Australia,OGE,24,+3:00:30,12,+3:00:30,+3:00:30,ORICA GREENEDGE
183,Aleksejs SARAMOTINS,Latvia,IAM,33,+3:08:31,12,+3:08:31,+3:08:31,IAM CYCLING
184,Marco COLEDAN,Italy,TFR,27,+3:10:26,12,+3:10:26,+3:10:26,TREK FACTORY RACING
1,Fabio ARU,Italy,AST,25,54:20:35,13,+2.26429398148148,+0,ASTANA PRO TEAM
2,Alberto CONTADOR VELASCO,Spain,TCS,33,19,13,+19,+19,TINKOFF - SAXO
3,Mikel LANDA MEANA,Spain,AST,26,+1:14,13,+1:14,+1:14,ASTANA PRO TEAM
4,Roman KREUZIGER,Czech Republic,TCS,29,+1:38,13,+1:38,+1:38,TINKOFF - SAXO
5,Dario CATALDO,Italy,AST,30,+1:49,13,+1:49,+1:49,ASTANA PRO TEAM
6,Rigoberto URAN URAN,Colombia,EQS,28,+2:02,13,+2:02,+2:02,ETIXX - QUICK STEP
7,Damiano CARUSO,Italy,BMC,28,+2:12,13,+2:12,+2:12,BMC RACING TEAM
8,Andrey AMADOR BAKKAZAKOVA,Costa Rica,MOV,29,+2:21,13,+2:21,+2:21,MOVISTAR TEAM
9,Giovanni VISCONTI,Italy,MOV,32,+2:40,13,+2:40,+2:40,MOVISTAR TEAM
10,Yury TROFIMOV,Russia,KAT,31,+3:15,13,+3:15,+3:15,TEAM KATUSHA
11,Jurgen VAN DEN BROECK,Belgium,LTS,32,+3:25,13,+3:25,+3:25,LOTTO SOUDAL
12,Damiano CUNEGO,Italy,NIP,34,+3:43,13,+3:43,+3:43,NIPPO - VINI FANTINI
13,Maxime MONFORT,Belgium,LTS,32,+3:57,13,+3:57,+3:57,LOTTO SOUDAL
14,Davide FORMOLO,Italy,TCG,23,+3:59,13,+3:59,+3:59,TEAM CANNONDALE - GARMIN
15,Leopold KONIG,Czech Republic,SKY,28,+4:24,13,+4:24,+4:24,TEAM SKY
16,Alexandre GENIEZ,France,FDJ,27,+4:46,13,+4:46,+4:46,FDJ
17,Richie PORTE,Australia,SKY,30,+5:05,13,+5:05,+5:05,TEAM SKY
18,Amaël MOINARD,France,BMC,33,+5:24,13,+5:24,+5:24,BMC RACING TEAM
19,Darwin ATAPUMA HURTADO,Colombia,BMC,27,+6:28,13,+6:28,+6:28,BMC RACING TEAM
20,Ryder HESJEDAL,Canada,TCG,35,+6:40,13,+6:40,+6:40,TEAM CANNONDALE - GARMIN
21,Jon IZAGUIRRE INSAUSTI,Spain,MOV,26,+7:20,13,+7:20,+7:20,MOVISTAR TEAM
22,Mikel NIEVE ITURALDE,Spain,SKY,31,+8:22,13,+8:22,+8:22,TEAM SKY
23,Steven KRUIJSWIJK,Netherlands,TLJ,28,+10:27,13,+10:27,+10:27,TEAM LOTTO NL - JUMBO
24,Paolo TIRALONGO,Italy,AST,38,+14:57,13,+14:57,+14:57,ASTANA PRO TEAM
25,Tanel KANGERT,Estonia,AST,28,+15:07,13,+15:07,+15:07,ASTANA PRO TEAM
26,Diego ROSA,Italy,AST,26,+20:08,13,+20:08,+20:08,ASTANA PRO TEAM
27,Carlos Alberto BETANCUR GOMEZ,Colombia,ALM,26,+21:00,13,+21:00,+21:00,AG2R LA MONDIALE
28,Andre Fernando S. Martins CARDOSO,Portugal,TCG,31,+28:35,13,+28:35,+28:35,TEAM CANNONDALE - GARMIN
29,Michael ROGERS,Australia,TCS,36,+31:12,13,+31:12,+31:12,TINKOFF - SAXO
30,Luis Leon SANCHEZ GIL,Spain,AST,32,+33:49,13,+33:49,+33:49,ASTANA PRO TEAM
31,Benat INTXAUSTI ELORRIAGA,Spain,MOV,29,+34:41,13,+34:41,+34:41,MOVISTAR TEAM
32,Sébastien REICHENBACH,Switzerland,IAM,26,+36:37,13,+36:37,+36:37,IAM CYCLING
33,Pavel KOCHETKOV,Russia,KAT,29,+39:32,13,+39:32,+39:32,TEAM KATUSHA
34,Stef CLEMENT,Netherlands,IAM,33,+41:07,13,+41:07,+41:07,IAM CYCLING
35,Jhoan Esteban CHAVES RUBIO,Colombia,OGE,25,+43:35,13,+43:35,+43:35,ORICA GREENEDGE
36,Philippe GILBERT,Belgium,BMC,33,+45:15,13,+45:15,+45:15,BMC RACING TEAM
37,Przemyslaw NIEMIEC,Poland,LAM,35,+45:33,13,+45:33,+45:33,LAMPRE - MERIDA
38,Jonathan MONSALVE,Venezuela,STH,26,+46:23,13,+46:23,+46:23,SOUTHEAST
39,Stefano PIRAZZI,Italy,BAR,28,+47:10,13,+47:10,+47:10,BARDIANI CSF
40,Franco PELLIZOTTI,Italy,AND,37,+49:15,13,+49:15,+49:15,ANDRONI GIOCATTOLI - SIDERMEC
41,Jan POLANC,Slovenia,LAM,23,+49:31,13,+49:31,+49:31,LAMPRE - MERIDA
42,Martijn KEIZER,Netherlands,TLJ,27,+52:18,13,+52:18,+52:18,TEAM LOTTO NL - JUMBO
43,Diego ULISSI,Italy,LAM,26,+58:32,13,+58:32,+58:32,LAMPRE - MERIDA
44,Mauro FINETTO,Italy,STH,30,+58:38,13,+58:38,+58:38,SOUTHEAST
45,Francesco Manuel BONGIORNO,Italy,BAR,25,+1:00:50,13,+1:00:50,+1:00:50,BARDIANI CSF
46,Branislau SAMOILAU,Belarus,CCC,30,+1:01:35,13,+1:01:35,+1:01:35,CCC SPRANDI POLKOWICE
47,Fabio FELLINE,Italy,TFR,25,+1:01:40,13,+1:01:40,+1:01:40,TREK FACTORY RACING
48,Andrey ZEITS,Kazakhstan,AST,29,+1:01:42,13,+1:01:42,+1:01:42,ASTANA PRO TEAM
49,Ilnur ZAKARIN,Russia,KAT,26,+1:01:48,13,+1:01:48,+1:01:48,TEAM KATUSHA
50,Simon CLARKE,Australia,OGE,29,+1:02:10,13,+1:02:10,+1:02:10,ORICA GREENEDGE
51,Michael MATTHEWS,Australia,OGE,25,+1:03:58,13,+1:03:58,+1:03:58,ORICA GREENEDGE
52,Francesco GAVAZZI,Italy,STH,31,+1:04:07,13,+1:04:07,+1:04:07,SOUTHEAST
53,Kanstantsin SIUTSOU,Belarus,SKY,33,+1:05:01,13,+1:05:01,+1:05:01,TEAM SKY
54,Grega BOLE,Slovenia,CCC,30,+1:06:19,13,+1:06:19,+1:06:19,CCC SPRANDI POLKOWICE
55,Matteo MONTAGUTI,Italy,ALM,31,+1:07:09,13,+1:07:09,+1:07:09,AG2R LA MONDIALE
56,Igor ANTON HERNANDEZ,Spain,MOV,32,+1:07:24,13,+1:07:24,+1:07:24,MOVISTAR TEAM
57,Sergey LAGUTIN,Russia,KAT,34,+1:07:29,13,+1:07:29,+1:07:29,TEAM KATUSHA
58,Ivan BASSO,Italy,TCS,38,+1:07:35,13,+1:07:35,+1:07:35,TINKOFF - SAXO
59,Silvan DILLIER,Switzerland,BMC,25,+1:09:08,13,+1:09:08,+1:09:08,BMC RACING TEAM
60,Kenny ELISSONDE,France,FDJ,24,+1:09:14,13,+1:09:14,+1:09:14,FDJ
61,Francis MOUREY,France,FDJ,35,+1:09:41,13,+1:09:41,+1:09:41,FDJ
62,Maxime BOUET,France,EQS,29,+1:11:29,13,+1:11:29,+1:11:29,ETIXX - QUICK STEP
63,David DE LA CRUZ MELGAREJO,Spain,EQS,26,+1:12:12,13,+1:12:12,+1:12:12,ETIXX - QUICK STEP
