Rank,Name,Country,Stage,Gap,Team
159,Daniele RATTO,Italy,10,+1:27:56,CANNONDALE
160,Nicola BOEM,Italy,10,+1:28:26,BARDIANI CSF
161,Tyler FARRAR,United States,10,+1:28:41,GARMIN
162,Ben SWIFT,Great Britain,10,+1:28:54,TEAM SKY
163,Christopher JUUL JENSEN,Denmark,10,+1:29:40,TINKOFF - SAXO
164,Mitchell DOCKER,Australia,10,+1:29:49,ORICA GREENEDGE
165,Sébastien CHAVANEL,France,10,+1:29:53,FDJ
166,Bernhard EISEL,Austria,10,+1:30:00,TEAM SKY
167,Rick FLENS,Netherlands,10,+1:30:43,BELKIN
168,Marco BANDIERA,Italy,10,+1:31:15,ANDRONI GIOCATTOLI - SIDERMEC
169,Luka MEZGEC,Slovenia,10,+1:31:33,TEAM GIANT-SHIMANO
170,Jeffry Johan ROMERO CORREDOR,Colombia,10,+1:31:50,COLOMBIA
171,Eugenio ALAFACI,Italy,10,+1:33:04,TREK FACTORY RACING
172,Andrea FEDI,Italy,10,+1:37:19,NERI SOTTOLI
173,Michel KOCH,Germany,10,+1:39:08,CANNONDALE
174,Nicola RUFFONI,Italy,10,+1:41:25,BARDIANI CSF
175,Tom STAMSNIJDER,Netherlands,10,+1:44:20,TEAM GIANT-SHIMANO
176,Christopher SUTTON,Australia,10,+1:47:56,TEAM SKY
177,Kenny DE HAES,Belgium,10,+1:49:00,LOTTO
178,Michael HEPBURN,Australia,10,+1:51:39,ORICA GREENEDGE
179,Jetse BOL,Netherlands,10,+1:55:54,BELKIN
180,Arnaud COURTEILLE,France,10,+1:56:37,FDJ
181,Svein TUFT,Canada,10,+1:57:57,ORICA GREENEDGE
1,Cadel EVANS,Australia,11,+0,BMC RACING TEAM
2,Rigoberto URAN URAN,Colombia,11,+57,OMEGA PHARMA - QUICK-STEP
3,Rafal MAJKA,Poland,11,+1:10,TINKOFF - SAXO
4,Domenico POZZOVIVO,Italy,11,+1:20,AG2R LA MONDIALE
5,Steve MORABITO,Switzerland,11,+1:31,BMC RACING TEAM
6,Fabio ARU,Italy,11,+1:39,ASTANA PRO TEAM
7,Wilco KELDERMAN,Netherlands,11,+1:44,BELKIN
8,Nairo Alexander QUINTANA ROJAS,Colombia,11,+1:45,MOVISTAR TEAM
9,Robert KISERLOVSKI,Croatia,11,+1:49,TREK FACTORY RACING
10,Ivan BASSO,Italy,11,+2:01,CANNONDALE
11,Pierre ROLLAND,France,11,+2:56,TEAM EUROPCAR
12,Wouter POELS,Netherlands,11,+3:03,OMEGA PHARMA - QUICK-STEP
13,Maxime MONFORT,Belgium,11,+3:41,LOTTO
14,Alexis VUILLERMOZ,France,11,+4:25,AG2R LA MONDIALE
15,Ryder HESJEDAL,Canada,11,+4:30,GARMIN
16,Matteo RABOTTINI,Italy,11,+4:36,NERI SOTTOLI
17,Gianluca BRAMBILLA,Italy,11,+5:01,OMEGA PHARMA - QUICK-STEP
18,Hubert DUPONT,France,11,+5:36,AG2R LA MONDIALE
19,Kanstantsin SIUTSOU,Belarus,11,+5:42,TEAM SKY
20,Franco PELLIZOTTI,Italy,11,+5:46,ANDRONI GIOCATTOLI - SIDERMEC
21,Diego ULISSI,Italy,11,+6:04,LAMPRE - MERIDA
22,Damiano CUNEGO,Italy,11,+6:35,LAMPRE - MERIDA
23,Alexandre GENIEZ,France,11,+6:36,FDJ
24,Samuel SANCHEZ GONZALEZ,Spain,11,+6:37,BMC RACING TEAM
25,José HERRADA LOPEZ,Spain,11,+8:53,MOVISTAR TEAM
26,Fabio Andres DUARTE AREVALO,Colombia,11,+10:06,COLOMBIA
27,Georg PREIDLER,Austria,11,+11:43,TEAM GIANT-SHIMANO
28,Davide MALACARNE,Italy,11,+12:03,TEAM EUROPCAR
29,Michael ROGERS,Australia,11,+12:45,TINKOFF - SAXO
30,Serge PAUWELS,Belgium,11,+17:48,OMEGA PHARMA - QUICK-STEP
31,Andre Fernando S. Martins CARDOSO,Portugal,11,+19:08,GARMIN
32,Bjorn THURAU,Germany,11,+20:19,TEAM EUROPCAR
33,Francis MOUREY,France,11,+22:26,FDJ
34,Chris Anker SÖRENSEN,Denmark,11,+22:31,TINKOFF - SAXO
35,Mauro FINETTO,Italy,11,+23:12,NERI SOTTOLI
36,Pawel POLJANSKI,Poland,11,+25:13,TINKOFF - SAXO
37,Mikel LANDA MEANA,Spain,11,+25:42,ASTANA PRO TEAM
38,Jarlinson PANTANO,Colombia,11,+26:04,COLOMBIA
39,Jan POLANC,Slovenia,11,+27:33,LAMPRE - MERIDA
40,Sebastian HENAO GOMEZ,Colombia,11,+27:38,TEAM SKY
41,Daniel MORENO FERNANDEZ,Spain,11,+27:43,TEAM KATUSHA
42,Maxime BOUET,France,11,+27:53,AG2R LA MONDIALE
43,Ivan SANTAROMITA,Italy,11,+28:20,ORICA GREENEDGE
44,Nicolas ROCHE,Ireland,11,+28:24,TINKOFF - SAXO
45,Tobias LUDVIGSSON,Sweden,11,+28:43,TEAM GIANT-SHIMANO
46,Przemyslaw NIEMIEC,Poland,11,+29:13,LAMPRE - MERIDA
47,Paolo TIRALONGO,Italy,11,+31:23,ASTANA PRO TEAM
48,Matteo MONTAGUTI,Italy,11,+36:40,AG2R LA MONDIALE
49,Sander ARMEE,Belgium,11,+36:56,LOTTO
50,Dario CATALDO,Italy,11,+38:33,TEAM SKY
51,Enrico BATTAGLIN,Italy,11,+38:37,BARDIANI CSF
52,Alberto LOSADA ALGUACIL,Spain,11,+38:39,TEAM KATUSHA
53,Marc GOOS,Netherlands,11,+39:06,BELKIN
54,Riccardo ZOIDL,Austria,11,+41:05,TREK FACTORY RACING
55,Michele SCARPONI,Italy,11,+41:19,ASTANA PRO TEAM
56,Leonardo Fabio DUQUE,Colombia,11,+41:27,COLOMBIA
57,Julien BERARD,France,11,+41:35,AG2R LA MONDIALE
58,Evgeny PETROV,Russia,11,+44:35,TINKOFF - SAXO
59,Ivan ROVNY,Russia,11,+45:53,TINKOFF - SAXO
60,Pieter WEENING,Netherlands,11,+46:32,ORICA GREENEDGE
61,Diego ROSA,Italy,11,+47:23,ANDRONI GIOCATTOLI - SIDERMEC
62,Jackson RODRIGUEZ,Venezuela,11,+48:04,ANDRONI GIOCATTOLI - SIDERMEC
63,Julian David ARREDONDO MORENO,Colombia,11,+48:30,TREK FACTORY RACING
64,Romain SICARD,France,11,+48:57,TEAM EUROPCAR
65,Francesco Manuel BONGIORNO,Italy,11,+52:20,BARDIANI CSF
66,Igor ANTON HERNANDEZ,Spain,11,+52:47,MOVISTAR TEAM
67,Eduard VORGANOV,Russia,11,+52:59,TEAM KATUSHA
68,Valerio AGNOLI,Italy,11,+53:47,ASTANA PRO TEAM
69,Lars Ytting BAK,Denmark,11,+54:11,LOTTO
70,Dennis VANENDERT,Belgium,11,+54:17,LOTTO
71,Matteo BONO,Italy,11,+54:31,LAMPRE - MERIDA
72,Jonathan MONSALVE,Venezuela,11,+55:39,NERI SOTTOLI
73,Pieter SERRY,Belgium,11,+55:53,OMEGA PHARMA - QUICK-STEP
74,Yonder GODOY,Venezuela,11,+58:35,ANDRONI GIOCATTOLI - SIDERMEC
75,Ben HERMANS,Belgium,11,+59:06,BMC RACING TEAM
76,Vladimir GUSEV,Russia,11,+59:07,TEAM KATUSHA
77,Axel DOMONT,France,11,+59:21,AG2R LA MONDIALE
78,Jonathan CASTROVIEJO NICOLAS,Spain,11,+59:45,MOVISTAR TEAM
79,Johan LE BON,France,11,+1:00:38,FDJ
80,Eros CAPECCHI,Italy,11,+1:00:41,MOVISTAR TEAM
81,Robinson Eduardo CHALAPUD GOMEZ,Colombia,11,+1:00:55,COLOMBIA
82,Edvald BOASSON HAGEN,Norway,11,+1:01:44,TEAM SKY
83,Philip DEIGNAN,Ireland,11,+1:02:50,TEAM SKY
84,Fumiyuki BEPPU,Japan,11,+1:03:03,TREK FACTORY RACING
85,Rodolfo Andres TORRES AGUDELO,Colombia,11,+1:03:31,COLOMBIA
86,Miguel Angel RUBIANO CHAVEZ,Colombia,11,+1:03:33,COLOMBIA
87,Salvatore PUCCIO,Italy,11,+1:04:15,TEAM SKY
88,Simon GESCHKE,Germany,11,+1:05:52,TEAM GIANT-SHIMANO
89,Emanuele SELLA,Italy,11,+1:08:44,ANDRONI GIOCATTOLI - SIDERMEC
90,Tim WELLENS,Belgium,11,+1:09:03,LOTTO
91,Martijn KEIZER,Netherlands,11,+1:09:08,BELKIN
92,Julien VERMOTE,Belgium,11,+1:09:44,OMEGA PHARMA - QUICK-STEP
93,Gorka IZAGUIRRE INSAUSTI,Spain,11,+1:09:49,MOVISTAR TEAM
94,Mattia CATTANEO,Italy,11,+1:10:08,LAMPRE - MERIDA
95,Fabio FELLINE,Italy,11,+1:11:47,TREK FACTORY RACING
96,Jussi VEIKKANEN,Finland,11,+1:12:33,FDJ
97,Sonny COLBRELLI,Italy,11,+1:12:54,BARDIANI CSF
98,Adam HANSEN,Australia,11,+1:13:11,LOTTO
99,Tosh VAN DER SANDE,Belgium,11,+1:13:16,LOTTO
100,Dylan VAN BAARLE,Netherlands,11,+1:13:37,GARMIN
101,Danilo WYSS,Switzerland,11,+1:14:18,BMC RACING TEAM
102,Moreno MOSER,Italy,11,+1:14:43,CANNONDALE
103,Edoardo ZARDINI,Italy,11,+1:14:50,BARDIANI CSF
104,Maarten TJALLINGII,Netherlands,11,+1:15:02,BELKIN
105,Carlos Julian QUINTERO,Colombia,11,+1:15:18,COLOMBIA
106,Perrig QUEMENEUR,France,11,+1:16:44,TEAM EUROPCAR
107,Albert TIMMER,Netherlands,11,+1:16:52,TEAM GIANT-SHIMANO
108,Thomas DE GENDT,Belgium,11,+1:17:09,OMEGA PHARMA - QUICK-STEP
109,Paolo LONGO BORGHINI,Italy,11,+1:17:43,CANNONDALE
110,Winner ANACONA GOMEZ,Colombia,11,+1:19:01,LAMPRE - MERIDA
111,Johnny HOOGERLAND,Netherlands,11,+1:19:42,ANDRONI GIOCATTOLI - SIDERMEC
112,Luca PAOLINI,Italy,11,+1:20:11,TEAM KATUSHA
113,Oscar GATTO,Italy,11,+1:20:21,CANNONDALE
114,Enrico BARBIN,Italy,11,+1:20:55,BARDIANI CSF
115,Stefano PIRAZZI,Italy,11,+1:21:16,BARDIANI CSF
116,Alessandro PETACCHI,Italy,11,+1:21:39,OMEGA PHARMA - QUICK-STEP
117,Brent BOOKWALTER,United States,11,+1:21:55,BMC RACING TEAM
118,David TANNER,Australia,11,+1:25:49,BELKIN
119,Adriano MALORI,Italy,11,+1:26:26,MOVISTAR TEAM
120,Thomas DEKKER,Netherlands,11,+1:26:27,GARMIN
121,Andrey ZEITS,Kazakhstan,11,+1:26:43,ASTANA PRO TEAM
122,Angelo TULIK,France,11,+1:27:12,TEAM EUROPCAR
123,Maxim BELKOV,Russia,11,+1:27:38,TEAM KATUSHA
124,Daniel OSS,Italy,11,+1:27:45,BMC RACING TEAM
125,Jay MCCARTHY,Australia,11,+1:28:01,TINKOFF - SAXO
126,Marco CANOLA,Italy,11,+1:28:20,BARDIANI CSF
127,Manuele MORI,Italy,11,+1:28:23,LAMPRE - MERIDA
128,Simone PONZI,Italy,11,+1:28:41,NERI SOTTOLI
129,Enrico GASPAROTTO,Italy,11,+1:29:08,ASTANA PRO TEAM
130,Patrick GRETSCH,Germany,11,+1:30:32,AG2R LA MONDIALE
131,Yukiya ARASHIRO,Japan,11,+1:30:43,TEAM EUROPCAR
132,Jos VAN EMDEN,Netherlands,11,+1:32:01,BELKIN
133,Danilo HONDO,Germany,11,+1:32:47,TREK FACTORY RACING
134,Borut BOZIC,Slovenia,11,+1:32:56,ASTANA PRO TEAM
135,Manuel QUINZIATO,Italy,11,+1:35:49,BMC RACING TEAM
136,Francisco José VENTOSO ALBERDI,Spain,11,+1:36:44,MOVISTAR TEAM
137,Gert DOCKX,Belgium,11,+1:37:23,LOTTO
138,Bert DE BACKER,Belgium,11,+1:37:44,TEAM GIANT-SHIMANO
139,Laurent PICHON,France,11,+1:38:11,FDJ
140,Boy VAN POPPEL,Netherlands,11,+1:39:28,TREK FACTORY RACING
141,Andrey AMADOR BAKKAZAKOVA,Costa Rica,11,+1:39:35,MOVISTAR TEAM
142,Marco FRAPPORTI,Italy,11,+1:39:54,ANDRONI GIOCATTOLI - SIDERMEC
143,Alan MARANGONI,Italy,11,+1:40:28,CANNONDALE
144,Tom VEELERS,Netherlands,11,+1:41:25,TEAM GIANT-SHIMANO
145,Giacomo NIZZOLO,Italy,11,+1:42:05,TREK FACTORY RACING
146,Roberto FERRARI,Italy,11,+1:43:07,LAMPRE - MERIDA
147,Elia VIVIANI,Italy,11,+1:44:06,CANNONDALE
148,Nacer BOUHANNI,France,11,+1:44:12,FDJ
149,Christopher JUUL JENSEN,Denmark,11,+1:44:14,TINKOFF - SAXO
150,Murilo Antonio FISCHER,Brazil,11,+1:44:31,FDJ
151,Tony HUREL,France,11,+1:45:08,TEAM EUROPCAR
152,Nathan HAAS,Australia,11,+1:45:12,GARMIN
153,Manuel BELLETTI,Italy,11,+1:45:48,ANDRONI GIOCATTOLI - SIDERMEC
154,Daniele COLLI,Italy,11,+1:45:51,NERI SOTTOLI
155,Iljo KEISSE,Belgium,11,+1:45:57,OMEGA PHARMA - QUICK-STEP
156,Daniele RATTO,Italy,11,+1:46:00,CANNONDALE
157,Nicola BOEM,Italy,11,+1:46:30,BARDIANI CSF
158,Tyler FARRAR,United States,11,+1:46:45,GARMIN
159,Ben SWIFT,Great Britain,11,+1:46:58,TEAM SKY
160,Mitchell DOCKER,Australia,11,+1:47:53,ORICA GREENEDGE
161,Sébastien CHAVANEL,France,11,+1:47:57,FDJ
162,Bernhard EISEL,Austria,11,+1:48:04,TEAM SKY
163,Rick FLENS,Netherlands,11,+1:48:47,BELKIN
164,Marco BANDIERA,Italy,11,+1:49:19,ANDRONI GIOCATTOLI - SIDERMEC
165,Luka MEZGEC,Slovenia,11,+1:49:37,TEAM GIANT-SHIMANO
166,Jeffry Johan ROMERO CORREDOR,Colombia,11,+1:49:54,COLOMBIA
167,Eugenio ALAFACI,Italy,11,+1:51:08,TREK FACTORY RACING
168,Andrea FEDI,Italy,11,+1:55:23,NERI SOTTOLI
169,Michel KOCH,Germany,11,+1:57:12,CANNONDALE
170,Tom STAMSNIJDER,Netherlands,11,+2:02:24,TEAM GIANT-SHIMANO
171,Christopher SUTTON,Australia,11,+2:06:00,TEAM SKY
172,Kenny DE HAES,Belgium,11,+2:07:04,LOTTO
173,Michael HEPBURN,Australia,11,+2:09:43,ORICA GREENEDGE
174,Jetse BOL,Netherlands,11,+2:13:58,BELKIN
175,Arnaud COURTEILLE,France,11,+2:14:41,FDJ
176,Svein TUFT,Canada,11,+2:16:01,ORICA GREENEDGE
1,Rigoberto URAN URAN,Colombia,12,+0,OMEGA PHARMA - QUICK-STEP
2,Cadel EVANS,Australia,12,+37,BMC RACING TEAM
3,Rafal MAJKA,Poland,12,+1:52,TINKOFF - SAXO
4,Domenico POZZOVIVO,Italy,12,+2:32,AG2R LA MONDIALE
5,Wilco KELDERMAN,Netherlands,12,+2:50,BELKIN
6,Nairo Alexander QUINTANA ROJAS,Colombia,12,+3:29,MOVISTAR TEAM
7,Fabio ARU,Italy,12,+3:37,ASTANA PRO TEAM
8,Wouter POELS,Netherlands,12,+4:06,OMEGA PHARMA - QUICK-STEP
9,Steve MORABITO,Switzerland,12,+4:20,BMC RACING TEAM
10,Robert KISERLOVSKI,Croatia,12,+4:41,TREK FACTORY RACING
11,Ivan BASSO,Italy,12,+5:09,CANNONDALE
12,Pierre ROLLAND,France,12,+5:45,TEAM EUROPCAR
13,Gianluca BRAMBILLA,Italy,12,+5:57,OMEGA PHARMA - QUICK-STEP
14,Diego ULISSI,Italy,12,+6:24,LAMPRE - MERIDA
15,Matteo RABOTTINI,Italy,12,+6:48,NERI SOTTOLI
16,Ryder HESJEDAL,Canada,12,+6:55,GARMIN
17,Maxime MONFORT,Belgium,12,+7:01,LOTTO
18,Kanstantsin SIUTSOU,Belarus,12,+7:31,TEAM SKY
19,Alexis VUILLERMOZ,France,12,+7:36,AG2R LA MONDIALE
20,Damiano CUNEGO,Italy,12,+8:42,LAMPRE - MERIDA
21,Alexandre GENIEZ,France,12,+9:08,FDJ
22,Franco PELLIZOTTI,Italy,12,+9:38,ANDRONI GIOCATTOLI - SIDERMEC
23,Hubert DUPONT,France,12,+10:13,AG2R LA MONDIALE
24,José HERRADA LOPEZ,Spain,12,+10:21,MOVISTAR TEAM
25,Samuel SANCHEZ GONZALEZ,Spain,12,+10:59,BMC RACING TEAM
26,Fabio Andres DUARTE AREVALO,Colombia,12,+13:23,COLOMBIA
27,Georg PREIDLER,Austria,12,+14:17,TEAM GIANT-SHIMANO
28,Michael ROGERS,Australia,12,+14:29,TINKOFF - SAXO
29,Davide MALACARNE,Italy,12,+15:58,TEAM EUROPCAR
30,Serge PAUWELS,Belgium,12,+20:33,OMEGA PHARMA - QUICK-STEP
31,Bjorn THURAU,Germany,12,+24:25,TEAM EUROPCAR
32,Andre Fernando S. Martins CARDOSO,Portugal,12,+26:03,GARMIN
33,Francis MOUREY,France,12,+27:30,FDJ
34,Mauro FINETTO,Italy,12,+28:54,NERI SOTTOLI
35,Pawel POLJANSKI,Poland,12,+30:03,TINKOFF - SAXO
36,Mikel LANDA MEANA,Spain,12,+31:25,ASTANA PRO TEAM
37,Maxime BOUET,France,12,+31:54,AG2R LA MONDIALE
38,Sebastian HENAO GOMEZ,Colombia,12,+32:10,TEAM SKY
39,Jarlinson PANTANO,Colombia,12,+32:32,COLOMBIA
40,Jan POLANC,Slovenia,12,+32:34,LAMPRE - MERIDA
41,Ivan SANTAROMITA,Italy,12,+33:31,ORICA GREENEDGE
42,Przemyslaw NIEMIEC,Poland,12,+34:28,LAMPRE - MERIDA
43,Nicolas ROCHE,Ireland,12,+35:30,TINKOFF - SAXO
44,Daniel MORENO FERNANDEZ,Spain,12,+36:19,TEAM KATUSHA
45,Paolo TIRALONGO,Italy,12,+37:26,ASTANA PRO TEAM
46,Dario CATALDO,Italy,12,+39:59,TEAM SKY
47,Matteo MONTAGUTI,Italy,12,+41:43,AG2R LA MONDIALE
48,Sander ARMEE,Belgium,12,+44:07,LOTTO
49,Marc GOOS,Netherlands,12,+44:12,BELKIN
50,Riccardo ZOIDL,Austria,12,+44:31,TREK FACTORY RACING
51,Enrico BATTAGLIN,Italy,12,+44:52,BARDIANI CSF
52,Alberto LOSADA ALGUACIL,Spain,12,+45:08,TEAM KATUSHA
53,Michele SCARPONI,Italy,12,+45:49,ASTANA PRO TEAM
54,Evgeny PETROV,Russia,12,+48:35,TINKOFF - SAXO
55,Julien BERARD,France,12,+49:18,AG2R LA MONDIALE
56,Leonardo Fabio DUQUE,Colombia,12,+50:39,COLOMBIA
57,Ivan ROVNY,Russia,12,+53:08,TINKOFF - SAXO
58,Diego ROSA,Italy,12,+53:22,ANDRONI GIOCATTOLI - SIDERMEC
59,Pieter WEENING,Netherlands,12,+53:55,ORICA GREENEDGE
60,Romain SICARD,France,12,+55:18,TEAM EUROPCAR
61,Julian David ARREDONDO MORENO,Colombia,12,+57:25,TREK FACTORY RACING
62,Jackson RODRIGUEZ,Venezuela,12,+57:29,ANDRONI GIOCATTOLI - SIDERMEC
63,Valerio AGNOLI,Italy,12,+58:30,ASTANA PRO TEAM
64,Lars Ytting BAK,Denmark,12,+58:35,LOTTO
65,Francesco Manuel BONGIORNO,Italy,12,+59:03,BARDIANI CSF
66,Eduard VORGANOV,Russia,12,+1:00:01,TEAM KATUSHA
67,Igor ANTON HERNANDEZ,Spain,12,+1:01:09,MOVISTAR TEAM
68,Pieter SERRY,Belgium,12,+1:01:29,OMEGA PHARMA - QUICK-STEP
69,Dennis VANENDERT,Belgium,12,+1:01:36,LOTTO
70,Matteo BONO,Italy,12,+1:02:05,LAMPRE - MERIDA
71,Vladimir GUSEV,Russia,12,+1:03:38,TEAM KATUSHA
72,Jonathan MONSALVE,Venezuela,12,+1:03:50,NERI SOTTOLI
73,Johan LE BON,France,12,+1:04:18,FDJ
74,Edvald BOASSON HAGEN,Norway,12,+1:04:27,TEAM SKY
75,Axel DOMONT,France,12,+1:04:50,AG2R LA MONDIALE
76,Ben HERMANS,Belgium,12,+1:05:54,BMC RACING TEAM
77,Yonder GODOY,Venezuela,12,+1:07:22,ANDRONI GIOCATTOLI - SIDERMEC
78,Eros CAPECCHI,Italy,12,+1:07:27,MOVISTAR TEAM
79,Jonathan CASTROVIEJO NICOLAS,Spain,12,+1:07:35,MOVISTAR TEAM
80,Robinson Eduardo CHALAPUD GOMEZ,Colombia,12,+1:08:35,COLOMBIA
81,Philip DEIGNAN,Ireland,12,+1:08:39,TEAM SKY
82,Fumiyuki BEPPU,Japan,12,+1:09:05,TREK FACTORY RACING
83,Rodolfo Andres TORRES AGUDELO,Colombia,12,+1:09:28,COLOMBIA
84,Miguel Angel RUBIANO CHAVEZ,Colombia,12,+1:10:34,COLOMBIA
85,Simon GESCHKE,Germany,12,+1:11:18,TEAM GIANT-SHIMANO
86,Salvatore PUCCIO,Italy,12,+1:11:43,TEAM SKY
87,Mattia CATTANEO,Italy,12,+1:12:54,LAMPRE - MERIDA
88,Martijn KEIZER,Netherlands,12,+1:13:55,BELKIN
89,Tim WELLENS,Belgium,12,+1:15:42,LOTTO
90,Gorka IZAGUIRRE INSAUSTI,Spain,12,+1:15:51,MOVISTAR TEAM
91,Dylan VAN BAARLE,Netherlands,12,+1:16:55,GARMIN
92,Emanuele SELLA,Italy,12,+1:18:05,ANDRONI GIOCATTOLI - SIDERMEC
93,Thomas DE GENDT,Belgium,12,+1:18:19,OMEGA PHARMA - QUICK-STEP
94,Julien VERMOTE,Belgium,12,+1:18:46,OMEGA PHARMA - QUICK-STEP
95,Fabio FELLINE,Italy,12,+1:19:12,TREK FACTORY RACING
96,Danilo WYSS,Switzerland,12,+1:19:22,BMC RACING TEAM
97,Sonny COLBRELLI,Italy,12,+1:19:42,BARDIANI CSF
98,Adam HANSEN,Australia,12,+1:20:13,LOTTO
99,Tosh VAN DER SANDE,Belgium,12,+1:20:29,LOTTO
100,Perrig QUEMENEUR,France,12,+1:20:31,TEAM EUROPCAR
101,Jussi VEIKKANEN,Finland,12,+1:20:53,FDJ
102,Maarten TJALLINGII,Netherlands,12,+1:21:03,BELKIN
103,Edoardo ZARDINI,Italy,12,+1:21:11,BARDIANI CSF
104,Moreno MOSER,Italy,12,+1:21:36,CANNONDALE
105,Paolo LONGO BORGHINI,Italy,12,+1:21:53,CANNONDALE
106,Albert TIMMER,Netherlands,12,+1:22:20,TEAM GIANT-SHIMANO
107,Carlos Julian QUINTERO,Colombia,12,+1:22:41,COLOMBIA
108,Stefano PIRAZZI,Italy,12,+1:23:39,BARDIANI CSF
109,Johnny HOOGERLAND,Netherlands,12,+1:26:00,ANDRONI GIOCATTOLI - SIDERMEC
110,Winner ANACONA GOMEZ,Colombia,12,+1:26:49,LAMPRE - MERIDA
111,Oscar GATTO,Italy,12,+1:27:14,CANNONDALE
112,Alessandro PETACCHI,Italy,12,+1:27:22,OMEGA PHARMA - QUICK-STEP
113,Luca PAOLINI,Italy,12,+1:27:27,TEAM KATUSHA
114,Brent BOOKWALTER,United States,12,+1:29:30,BMC RACING TEAM
115,Enrico BARBIN,Italy,12,+1:29:34,BARDIANI CSF
116,Maxim BELKOV,Russia,12,+1:30:46,TEAM KATUSHA
117,Patrick GRETSCH,Germany,12,+1:31:47,AG2R LA MONDIALE
118,Daniel OSS,Italy,12,+1:31:56,BMC RACING TEAM
119,Adriano MALORI,Italy,12,+1:32:38,MOVISTAR TEAM
120,Jay MCCARTHY,Australia,12,+1:33:10,TINKOFF - SAXO
121,Thomas DEKKER,Netherlands,12,+1:33:41,GARMIN
122,Manuele MORI,Italy,12,+1:33:58,LAMPRE - MERIDA
123,Andrey ZEITS,Kazakhstan,12,+1:34:07,ASTANA PRO TEAM
124,Angelo TULIK,France,12,+1:34:31,TEAM EUROPCAR
125,Marco CANOLA,Italy,12,+1:34:32,BARDIANI CSF
126,David TANNER,Australia,12,+1:34:51,BELKIN
127,Simone PONZI,Italy,12,+1:35:12,NERI SOTTOLI
128,Yukiya ARASHIRO,Japan,12,+1:35:30,TEAM EUROPCAR
129,Danilo HONDO,Germany,12,+1:35:31,TREK FACTORY RACING
130,Jos VAN EMDEN,Netherlands,12,+1:35:58,BELKIN
131,Enrico GASPAROTTO,Italy,12,+1:36:21,ASTANA PRO TEAM
132,Borut BOZIC,Slovenia,12,+1:39:56,ASTANA PRO TEAM
133,Manuel QUINZIATO,Italy,12,+1:40:35,BMC RACING TEAM
134,Francisco José VENTOSO ALBERDI,Spain,12,+1:42:27,MOVISTAR TEAM
135,Laurent PICHON,France,12,+1:42:54,FDJ
136,Marco FRAPPORTI,Italy,12,+1:43:48,ANDRONI GIOCATTOLI - SIDERMEC
137,Gert DOCKX,Belgium,12,+1:44:12,LOTTO
138,Bert DE BACKER,Belgium,12,+1:44:39,TEAM GIANT-SHIMANO
139,Boy VAN POPPEL,Netherlands,12,+1:45:10,TREK FACTORY RACING
140,Alan MARANGONI,Italy,12,+1:45:55,CANNONDALE
141,Andrey AMADOR BAKKAZAKOVA,Costa Rica,12,+1:46:21,MOVISTAR TEAM
142,Murilo Antonio FISCHER,Brazil,12,+1:48:05,FDJ
143,Tom VEELERS,Netherlands,12,+1:49:00,TEAM GIANT-SHIMANO
144,Tony HUREL,France,12,+1:49:29,TEAM EUROPCAR
145,Nathan HAAS,Australia,12,+1:50:01,GARMIN
146,Iljo KEISSE,Belgium,12,+1:50:17,OMEGA PHARMA - QUICK-STEP
147,Christopher JUUL JENSEN,Denmark,12,+1:51:14,TINKOFF - SAXO
148,Giacomo NIZZOLO,Italy,12,+1:51:18,TREK FACTORY RACING
149,Nicola BOEM,Italy,12,+1:51:50,BARDIANI CSF
150,Rick FLENS,Netherlands,12,+1:52:05,BELKIN
151,Ben SWIFT,Great Britain,12,+1:52:19,TEAM SKY
152,Elia VIVIANI,Italy,12,+1:52:43,CANNONDALE
153,Daniele COLLI,Italy,12,+1:52:44,NERI SOTTOLI
154,Roberto FERRARI,Italy,12,+1:53:09,LAMPRE - MERIDA
155,Daniele RATTO,Italy,12,+1:53:30,CANNONDALE
156,Mitchell DOCKER,Australia,12,+1:54:21,ORICA GREENEDGE
157,Tyler FARRAR,United States,12,+1:54:45,GARMIN
158,Manuel BELLETTI,Italy,12,+1:55:26,ANDRONI GIOCATTOLI - SIDERMEC
159,Bernhard EISEL,Austria,12,+1:55:29,TEAM SKY
160,Sébastien CHAVANEL,France,12,+1:55:57,FDJ
161,Nacer BOUHANNI,France,12,+1:56:11,FDJ
162,Marco BANDIERA,Italy,12,+1:56:28,ANDRONI GIOCATTOLI - SIDERMEC
163,Eugenio ALAFACI,Italy,12,+1:57:11,TREK FACTORY RACING
164,Luka MEZGEC,Slovenia,12,+2:00:03,TEAM GIANT-SHIMANO
165,Jeffry Johan ROMERO CORREDOR,Colombia,12,+2:01:29,COLOMBIA
166,Michel KOCH,Germany,12,+2:01:49,CANNONDALE
167,Andrea FEDI,Italy,12,+2:02:26,NERI SOTTOLI
168,Tom STAMSNIJDER,Netherlands,12,+2:08:36,TEAM GIANT-SHIMANO
169,Christopher SUTTON,Australia,12,+2:15:56,TEAM SKY
170,Kenny DE HAES,Belgium,12,+2:15:56,LOTTO
171,Michael HEPBURN,Australia,12,+2:16:52,ORICA GREENEDGE
172,Jetse BOL,Netherlands,12,+2:21:31,BELKIN
173,Arnaud COURTEILLE,France,12,+2:22:15,FDJ
174,Svein TUFT,Canada,12,+2:22:36,ORICA GREENEDGE
1,Rigoberto URAN URAN,Colombia,13,+0,OMEGA PHARMA - QUICK-STEP
