Rank,Name,Country,Stage,Gap,Team
159,Daniele COLLI,Italy,7,+32:36,NERI SOTTOLI
160,Andrey AMADOR BAKKAZAKOVA,Costa Rica,7,+32:48,MOVISTAR TEAM
161,Jeffry Johan ROMERO CORREDOR,Colombia,7,+33:17,COLOMBIA
162,Tyler FARRAR,United States,7,+33:30,GARMIN
163,Gert DOCKX,Belgium,7,+33:58,LOTTO
164,Bernhard EISEL,Austria,7,+34:05,TEAM SKY
165,Eugenio ALAFACI,Italy,7,+34:31,TREK FACTORY RACING
166,Emanuele SELLA,Italy,7,+34:33,ANDRONI GIOCATTOLI - SIDERMEC
167,Mitchell DOCKER,Australia,7,+34:38,ORICA GREENEDGE
168,Sébastien CHAVANEL,France,7,+34:42,FDJ
169,Andrea FEDI,Italy,7,+35:22,NERI SOTTOLI
170,Luka MEZGEC,Slovenia,7,+36:22,TEAM GIANT-SHIMANO
171,Andrey ZEITS,Kazakhstan,7,+37:24,ASTANA PRO TEAM
172,Jonathan CASTROVIEJO NICOLAS,Spain,7,+37:37,MOVISTAR TEAM
173,Marco BANDIERA,Italy,7,+38:19,ANDRONI GIOCATTOLI - SIDERMEC
174,Ben SWIFT,Great Britain,7,+38:30,TEAM SKY
175,Rick FLENS,Netherlands,7,+38:44,BELKIN
176,Nathan HAAS,Australia,7,+38:58,GARMIN
177,Michel KOCH,Germany,7,+39:19,CANNONDALE
178,Nicola RUFFONI,Italy,7,+44:49,BARDIANI CSF
179,Christopher SUTTON,Australia,7,+49:37,TEAM SKY
180,Michael HEPBURN,Australia,7,+50:11,ORICA GREENEDGE
181,Tom STAMSNIJDER,Netherlands,7,+50:34,TEAM GIANT-SHIMANO
182,Arnaud COURTEILLE,France,7,+53:43,FDJ
183,Kenny DE HAES,Belgium,7,+53:49,LOTTO
184,Svein TUFT,Canada,7,+55:48,ORICA GREENEDGE
185,Jetse BOL,Netherlands,7,+57:21,BELKIN
186,Cameron MEYER,Australia,7,+1:03:40,ORICA GREENEDGE
1,Cadel EVANS,Australia,8,+0,BMC RACING TEAM
2,Rigoberto URAN URAN,Colombia,8,+57,OMEGA PHARMA - QUICK-STEP
3,Rafal MAJKA,Poland,8,+1:10,TINKOFF - SAXO
4,Steve MORABITO,Switzerland,8,+1:31,BMC RACING TEAM
5,Fabio ARU,Italy,8,+1:39,ASTANA PRO TEAM
6,Diego ULISSI,Italy,8,+1:43,LAMPRE - MERIDA
7,Wilco KELDERMAN,Netherlands,8,+1:44,BELKIN
8,Nairo Alexander QUINTANA ROJAS,Colombia,8,+1:45,MOVISTAR TEAM
9,Robert KISERLOVSKI,Croatia,8,+1:49,TREK FACTORY RACING
10,Domenico POZZOVIVO,Italy,8,+1:50,AG2R LA MONDIALE
11,Ivan BASSO,Italy,8,+2:01,CANNONDALE
12,Gianluca BRAMBILLA,Italy,8,+2:52,OMEGA PHARMA - QUICK-STEP
13,Pierre ROLLAND,France,8,+2:56,TEAM EUROPCAR
14,Wouter POELS,Netherlands,8,+3:03,OMEGA PHARMA - QUICK-STEP
15,Maxime MONFORT,Belgium,8,+3:41,LOTTO
16,Samuel SANCHEZ GONZALEZ,Spain,8,+3:52,BMC RACING TEAM
17,Matteo RABOTTINI,Italy,8,+4:03,NERI SOTTOLI
18,Alexis VUILLERMOZ,France,8,+4:25,AG2R LA MONDIALE
19,Ryder HESJEDAL,Canada,8,+4:30,GARMIN
20,Franco PELLIZOTTI,Italy,8,+5:03,ANDRONI GIOCATTOLI - SIDERMEC
21,Francis MOUREY,France,8,+5:07,FDJ
22,Hubert DUPONT,France,8,+5:36,AG2R LA MONDIALE
23,Kanstantsin SIUTSOU,Belarus,8,+5:42,TEAM SKY
24,Alexandre GENIEZ,France,8,+5:58,FDJ
25,Damiano CUNEGO,Italy,8,+6:02,LAMPRE - MERIDA
26,Jarlinson PANTANO,Colombia,8,+6:33,COLOMBIA
27,José HERRADA LOPEZ,Spain,8,+6:37,MOVISTAR TEAM
28,Diego ROSA,Italy,8,+8:06,ANDRONI GIOCATTOLI - SIDERMEC
29,Michael ROGERS,Australia,8,+8:27,TINKOFF - SAXO
30,Ivan SANTAROMITA,Italy,8,+8:38,ORICA GREENEDGE
31,Daniel MORENO FERNANDEZ,Spain,8,+9:15,TEAM KATUSHA
32,Maxime BOUET,France,8,+9:26,AG2R LA MONDIALE
33,Davide MALACARNE,Italy,8,+9:27,TEAM EUROPCAR
34,Tobias LUDVIGSSON,Sweden,8,+9:32,TEAM GIANT-SHIMANO
35,Georg PREIDLER,Austria,8,+10:05,TEAM GIANT-SHIMANO
36,Fabio Andres DUARTE AREVALO,Colombia,8,+10:06,COLOMBIA
37,Mauro FINETTO,Italy,8,+10:08,NERI SOTTOLI
38,Przemyslaw NIEMIEC,Poland,8,+10:42,LAMPRE - MERIDA
39,Serge PAUWELS,Belgium,8,+10:56,OMEGA PHARMA - QUICK-STEP
40,Chris Anker SÖRENSEN,Denmark,8,+11:02,TINKOFF - SAXO
41,Michele SCARPONI,Italy,8,+11:38,ASTANA PRO TEAM
42,Riccardo ZOIDL,Austria,8,+13:03,TREK FACTORY RACING
43,Pawel POLJANSKI,Poland,8,+13:04,TINKOFF - SAXO
44,Andre Fernando S. Martins CARDOSO,Portugal,8,+14:48,GARMIN
45,Matteo MONTAGUTI,Italy,8,+15:07,AG2R LA MONDIALE
46,Bjorn THURAU,Germany,8,+15:55,TEAM EUROPCAR
47,Romain SICARD,France,8,+19:32,TEAM EUROPCAR
48,Yonder GODOY,Venezuela,8,+20:51,ANDRONI GIOCATTOLI - SIDERMEC
49,Nicolas ROCHE,Ireland,8,+21:32,TINKOFF - SAXO
50,Jan POLANC,Slovenia,8,+22:03,LAMPRE - MERIDA
51,Mikel LANDA MEANA,Spain,8,+22:20,ASTANA PRO TEAM
52,Julian David ARREDONDO MORENO,Colombia,8,+22:31,TREK FACTORY RACING
53,Julien BERARD,France,8,+22:42,AG2R LA MONDIALE
54,Pieter SERRY,Belgium,8,+23:02,OMEGA PHARMA - QUICK-STEP
55,Rodolfo Andres TORRES AGUDELO,Colombia,8,+23:22,COLOMBIA
56,Dario CATALDO,Italy,8,+23:59,TEAM SKY
57,Ivan ROVNY,Russia,8,+25:44,TINKOFF - SAXO
58,Pieter WEENING,Netherlands,8,+26:18,ORICA GREENEDGE
59,Evgeny PETROV,Russia,8,+26:22,TINKOFF - SAXO
60,Francesco Manuel BONGIORNO,Italy,8,+26:23,BARDIANI CSF
61,Paolo TIRALONGO,Italy,8,+26:46,ASTANA PRO TEAM
62,Sebastian HENAO GOMEZ,Colombia,8,+27:38,TEAM SKY
63,Marc GOOS,Netherlands,8,+28:00,BELKIN
64,Igor ANTON HERNANDEZ,Spain,8,+28:31,MOVISTAR TEAM
65,Sander ARMEE,Belgium,8,+28:57,LOTTO
66,Jackson RODRIGUEZ,Venezuela,8,+29:24,ANDRONI GIOCATTOLI - SIDERMEC
67,Tim WELLENS,Belgium,8,+30:05,LOTTO
68,Ben HERMANS,Belgium,8,+31:34,BMC RACING TEAM
69,Enrico BATTAGLIN,Italy,8,+31:56,BARDIANI CSF
70,Johan LE BON,France,8,+32:13,FDJ
71,Valerio AGNOLI,Italy,8,+32:14,ASTANA PRO TEAM
72,Mattia CATTANEO,Italy,8,+33:06,LAMPRE - MERIDA
73,Thomas DE GENDT,Belgium,8,+33:24,OMEGA PHARMA - QUICK-STEP
74,Michael MATTHEWS,Australia,8,+33:50,ORICA GREENEDGE
75,Axel DOMONT,France,8,+34:06,AG2R LA MONDIALE
76,Vladimir GUSEV,Russia,8,+34:22,TEAM KATUSHA
77,Alberto LOSADA ALGUACIL,Spain,8,+34:44,TEAM KATUSHA
78,Robinson Eduardo CHALAPUD GOMEZ,Colombia,8,+34:56,COLOMBIA
79,Edvald BOASSON HAGEN,Norway,8,+35:09,TEAM SKY
80,Stefano PIRAZZI,Italy,8,+35:28,BARDIANI CSF
81,Carlos Julian QUINTERO,Colombia,8,+36:01,COLOMBIA
82,Winner ANACONA GOMEZ,Colombia,8,+36:14,LAMPRE - MERIDA
83,Eros CAPECCHI,Italy,8,+36:15,MOVISTAR TEAM
84,Eduard VORGANOV,Russia,8,+36:46,TEAM KATUSHA
85,Johnny HOOGERLAND,Netherlands,8,+36:55,ANDRONI GIOCATTOLI - SIDERMEC
86,Leonardo Fabio DUQUE,Colombia,8,+37:08,COLOMBIA
87,Gorka IZAGUIRRE INSAUSTI,Spain,8,+37:51,MOVISTAR TEAM
88,Sonny COLBRELLI,Italy,8,+38:32,BARDIANI CSF
89,Dylan VAN BAARLE,Netherlands,8,+38:35,GARMIN
90,Perrig QUEMENEUR,France,8,+39:00,TEAM EUROPCAR
91,Philip DEIGNAN,Ireland,8,+39:22,TEAM SKY
92,Lars Ytting BAK,Denmark,8,+39:43,LOTTO
93,Salvatore PUCCIO,Italy,8,+39:52,TEAM SKY
94,Miguel Angel RUBIANO CHAVEZ,Colombia,8,+40:05,COLOMBIA
95,Dennis VANENDERT,Belgium,8,+40:54,LOTTO
96,Jonathan MONSALVE,Venezuela,8,+41:05,NERI SOTTOLI
97,Oscar GATTO,Italy,8,+41:36,CANNONDALE
98,Luke DURBRIDGE,Australia,8,+41:39,ORICA GREENEDGE
99,Matteo BONO,Italy,8,+42:25,LAMPRE - MERIDA
100,Danilo WYSS,Switzerland,8,+43:07,BMC RACING TEAM
101,Daniel OSS,Italy,8,+43:14,BMC RACING TEAM
102,Julien VERMOTE,Belgium,8,+43:33,OMEGA PHARMA - QUICK-STEP
103,Emanuele SELLA,Italy,8,+43:43,ANDRONI GIOCATTOLI - SIDERMEC
104,Fumiyuki BEPPU,Japan,8,+43:52,TREK FACTORY RACING
105,Alessandro PETACCHI,Italy,8,+45:08,OMEGA PHARMA - QUICK-STEP
106,Jussi VEIKKANEN,Finland,8,+45:43,FDJ
107,Maarten TJALLINGII,Netherlands,8,+46:08,BELKIN
108,Martijn KEIZER,Netherlands,8,+46:19,BELKIN
109,Andrey ZEITS,Kazakhstan,8,+46:34,ASTANA PRO TEAM
110,Simone PONZI,Italy,8,+46:49,NERI SOTTOLI
111,Simon GESCHKE,Germany,8,+46:56,TEAM GIANT-SHIMANO
112,Paolo LONGO BORGHINI,Italy,8,+47:50,CANNONDALE
113,Yukiya ARASHIRO,Japan,8,+47:56,TEAM EUROPCAR
114,Fabio FELLINE,Italy,8,+48:19,TREK FACTORY RACING
115,Moreno MOSER,Italy,8,+48:44,CANNONDALE
116,Adam HANSEN,Australia,8,+49:16,LOTTO
117,Edoardo ZARDINI,Italy,8,+49:18,BARDIANI CSF
118,Yannick EIJSSEN,Belgium,8,+49:20,BMC RACING TEAM
119,Fabian WEGMANN,Germany,8,+49:34,GARMIN
120,Albert TIMMER,Netherlands,8,+49:54,TEAM GIANT-SHIMANO
121,Maxim BELKOV,Russia,8,+49:54,TEAM KATUSHA
122,Patrick GRETSCH,Germany,8,+50:39,AG2R LA MONDIALE
123,Thomas DEKKER,Netherlands,8,+50:41,GARMIN
124,Jonathan CASTROVIEJO NICOLAS,Spain,8,+50:51,MOVISTAR TEAM
125,Enrico GASPAROTTO,Italy,8,+51:24,ASTANA PRO TEAM
126,Steven KRUIJSWIJK,Netherlands,8,+52:48,BELKIN
127,Angelo TULIK,France,8,+52:50,TEAM EUROPCAR
128,Manuele MORI,Italy,8,+54:01,LAMPRE - MERIDA
129,Adriano MALORI,Italy,8,+54:02,MOVISTAR TEAM
130,Tosh VAN DER SANDE,Belgium,8,+54:07,LOTTO
131,Jos VAN EMDEN,Netherlands,8,+54:17,BELKIN
132,Manuel QUINZIATO,Italy,8,+54:35,BMC RACING TEAM
133,Brent BOOKWALTER,United States,8,+55:05,BMC RACING TEAM
134,Francisco José VENTOSO ALBERDI,Spain,8,+55:30,MOVISTAR TEAM
135,Danilo HONDO,Germany,8,+56:52,TREK FACTORY RACING
136,Borut BOZIC,Slovenia,8,+57:01,ASTANA PRO TEAM
137,Luca PAOLINI,Italy,8,+57:53,TEAM KATUSHA
138,Marco CANOLA,Italy,8,+58:11,BARDIANI CSF
139,Tom VEELERS,Netherlands,8,+58:38,TEAM GIANT-SHIMANO
140,Edwin Alcibiades AVILA VANEGAS,Colombia,8,+58:55,COLOMBIA
141,Alan MARANGONI,Italy,8,+59:04,CANNONDALE
142,David TANNER,Australia,8,+59:40,BELKIN
143,Bert DE BACKER,Belgium,8,+59:52,TEAM GIANT-SHIMANO
144,Marco FRAPPORTI,Italy,8,+1:00:01,ANDRONI GIOCATTOLI - SIDERMEC
145,Davide APPOLLONIO,Italy,8,+1:00:16,AG2R LA MONDIALE
146,Laurent PICHON,France,8,+1:00:16,FDJ
147,Nicola BOEM,Italy,8,+1:01:12,BARDIANI CSF
148,Jay MCCARTHY,Australia,8,+1:01:41,TINKOFF - SAXO
149,Andrey AMADOR BAKKAZAKOVA,Costa Rica,8,+1:01:51,MOVISTAR TEAM
150,Iljo KEISSE,Belgium,8,+1:01:54,OMEGA PHARMA - QUICK-STEP
151,Enrico BARBIN,Italy,8,+1:02:37,BARDIANI CSF
152,Giacomo NIZZOLO,Italy,8,+1:02:46,TREK FACTORY RACING
153,Gert DOCKX,Belgium,8,+1:03:01,LOTTO
154,Daniele RATTO,Italy,8,+1:03:03,CANNONDALE
155,Boy VAN POPPEL,Netherlands,8,+1:03:33,TREK FACTORY RACING
156,Francesco CHICCHI,Italy,8,+1:03:50,NERI SOTTOLI
157,Christopher JUUL JENSEN,Denmark,8,+1:03:59,TINKOFF - SAXO
158,Murilo Antonio FISCHER,Brazil,8,+1:04:39,FDJ
159,Elia VIVIANI,Italy,8,+1:04:42,CANNONDALE
160,Marco BANDIERA,Italy,8,+1:04:49,ANDRONI GIOCATTOLI - SIDERMEC
161,Nacer BOUHANNI,France,8,+1:04:57,FDJ
162,Roberto FERRARI,Italy,8,+1:05:15,LAMPRE - MERIDA
163,Tony HUREL,France,8,+1:05:43,TEAM EUROPCAR
164,Manuel BELLETTI,Italy,8,+1:06:23,ANDRONI GIOCATTOLI - SIDERMEC
165,Daniele COLLI,Italy,8,+1:06:26,NERI SOTTOLI
166,Jeffry Johan ROMERO CORREDOR,Colombia,8,+1:07:07,COLOMBIA
167,Tyler FARRAR,United States,8,+1:07:20,GARMIN
168,Ben SWIFT,Great Britain,8,+1:07:33,TEAM SKY
169,Rick FLENS,Netherlands,8,+1:07:47,BELKIN
170,Andrea FEDI,Italy,8,+1:07:55,NERI SOTTOLI
171,Bernhard EISEL,Austria,8,+1:07:55,TEAM SKY
172,Eugenio ALAFACI,Italy,8,+1:08:21,TREK FACTORY RACING
173,Mitchell DOCKER,Australia,8,+1:08:28,ORICA GREENEDGE
174,Sébastien CHAVANEL,France,8,+1:08:32,FDJ
175,Luka MEZGEC,Slovenia,8,+1:10:12,TEAM GIANT-SHIMANO
176,Nathan HAAS,Australia,8,+1:12:48,GARMIN
177,Michel KOCH,Germany,8,+1:13:09,CANNONDALE
178,Tom STAMSNIJDER,Netherlands,8,+1:17:06,TEAM GIANT-SHIMANO
179,Nicola RUFFONI,Italy,8,+1:20:04,BARDIANI CSF
180,Christopher SUTTON,Australia,8,+1:23:27,TEAM SKY
181,Michael HEPBURN,Australia,8,+1:25:11,ORICA GREENEDGE
182,Arnaud COURTEILLE,France,8,+1:27:33,FDJ
183,Kenny DE HAES,Belgium,8,+1:27:39,LOTTO
184,Svein TUFT,Canada,8,+1:29:38,ORICA GREENEDGE
185,Jetse BOL,Netherlands,8,+1:31:11,BELKIN
1,Cadel EVANS,Australia,9,+0,BMC RACING TEAM
2,Rigoberto URAN URAN,Colombia,9,+57,OMEGA PHARMA - QUICK-STEP
3,Rafal MAJKA,Poland,9,+1:10,TINKOFF - SAXO
4,Domenico POZZOVIVO,Italy,9,+1:20,AG2R LA MONDIALE
5,Steve MORABITO,Switzerland,9,+1:31,BMC RACING TEAM
6,Fabio ARU,Italy,9,+1:39,ASTANA PRO TEAM
7,Diego ULISSI,Italy,9,+1:43,LAMPRE - MERIDA
8,Wilco KELDERMAN,Netherlands,9,+1:44,BELKIN
9,Nairo Alexander QUINTANA ROJAS,Colombia,9,+1:45,MOVISTAR TEAM
10,Robert KISERLOVSKI,Croatia,9,+1:49,TREK FACTORY RACING
11,Ivan BASSO,Italy,9,+2:01,CANNONDALE
12,Pierre ROLLAND,France,9,+2:56,TEAM EUROPCAR
13,Wouter POELS,Netherlands,9,+3:03,OMEGA PHARMA - QUICK-STEP
14,Maxime MONFORT,Belgium,9,+3:41,LOTTO
15,Gianluca BRAMBILLA,Italy,9,+3:45,OMEGA PHARMA - QUICK-STEP
16,Alexis VUILLERMOZ,France,9,+4:25,AG2R LA MONDIALE
17,Ryder HESJEDAL,Canada,9,+4:30,GARMIN
18,Matteo RABOTTINI,Italy,9,+4:36,NERI SOTTOLI
19,Hubert DUPONT,France,9,+5:36,AG2R LA MONDIALE
20,Kanstantsin SIUTSOU,Belarus,9,+5:42,TEAM SKY
21,Franco PELLIZOTTI,Italy,9,+5:46,ANDRONI GIOCATTOLI - SIDERMEC
22,Damiano CUNEGO,Italy,9,+6:35,LAMPRE - MERIDA
23,Alexandre GENIEZ,France,9,+6:36,FDJ
24,Samuel SANCHEZ GONZALEZ,Spain,9,+6:37,BMC RACING TEAM
25,Francis MOUREY,France,9,+7:52,FDJ
26,Jarlinson PANTANO,Colombia,9,+8:00,COLOMBIA
27,Davide MALACARNE,Italy,9,+8:12,TEAM EUROPCAR
28,Michael ROGERS,Australia,9,+8:27,TINKOFF - SAXO
29,José HERRADA LOPEZ,Spain,9,+8:53,MOVISTAR TEAM
30,Daniel MORENO FERNANDEZ,Spain,9,+9:48,TEAM KATUSHA
31,Fabio Andres DUARTE AREVALO,Colombia,9,+10:06,COLOMBIA
32,Ivan SANTAROMITA,Italy,9,+10:16,ORICA GREENEDGE
33,Georg PREIDLER,Austria,9,+11:43,TEAM GIANT-SHIMANO
34,Serge PAUWELS,Belgium,9,+13:41,OMEGA PHARMA - QUICK-STEP
35,Mauro FINETTO,Italy,9,+14:05,NERI SOTTOLI
36,Tobias LUDVIGSSON,Sweden,9,+14:09,TEAM GIANT-SHIMANO
37,Przemyslaw NIEMIEC,Poland,9,+14:39,LAMPRE - MERIDA
38,Chris Anker SÖRENSEN,Denmark,9,+14:59,TINKOFF - SAXO
39,Bjorn THURAU,Germany,9,+16:28,TEAM EUROPCAR
40,Pawel POLJANSKI,Poland,9,+17:41,TINKOFF - SAXO
41,Andre Fernando S. Martins CARDOSO,Portugal,9,+18:07,GARMIN
42,Michele SCARPONI,Italy,9,+18:37,ASTANA PRO TEAM
43,Matteo MONTAGUTI,Italy,9,+22:06,AG2R LA MONDIALE
44,Mikel LANDA MEANA,Spain,9,+22:20,ASTANA PRO TEAM
45,Jan POLANC,Slovenia,9,+23:15,LAMPRE - MERIDA
46,Julien BERARD,France,9,+23:39,AG2R LA MONDIALE
47,Maxime BOUET,France,9,+23:46,AG2R LA MONDIALE
48,Dario CATALDO,Italy,9,+23:59,TEAM SKY
49,Nicolas ROCHE,Ireland,9,+24:17,TINKOFF - SAXO
50,Pieter WEENING,Netherlands,9,+25:20,ORICA GREENEDGE
51,Sebastian HENAO GOMEZ,Colombia,9,+27:38,TEAM SKY
52,Diego ROSA,Italy,9,+29:27,ANDRONI GIOCATTOLI - SIDERMEC
53,Jackson RODRIGUEZ,Venezuela,9,+30:08,ANDRONI GIOCATTOLI - SIDERMEC
54,Ivan ROVNY,Russia,9,+30:21,TINKOFF - SAXO
55,Romain SICARD,France,9,+31:01,TEAM EUROPCAR
56,Paolo TIRALONGO,Italy,9,+31:23,ASTANA PRO TEAM
57,Riccardo ZOIDL,Austria,9,+31:30,TREK FACTORY RACING
58,Pieter SERRY,Belgium,9,+31:56,OMEGA PHARMA - QUICK-STEP
59,Francesco Manuel BONGIORNO,Italy,9,+33:08,BARDIANI CSF
60,Sander ARMEE,Belgium,9,+33:34,LOTTO
61,Marc GOOS,Netherlands,9,+34:59,BELKIN
62,Alberto LOSADA ALGUACIL,Spain,9,+35:17,TEAM KATUSHA
63,Evgeny PETROV,Russia,9,+37:03,TINKOFF - SAXO
64,Leonardo Fabio DUQUE,Colombia,9,+37:36,COLOMBIA
65,Eduard VORGANOV,Russia,9,+38:27,TEAM KATUSHA
66,Enrico BATTAGLIN,Italy,9,+38:41,BARDIANI CSF
67,Johan LE BON,France,9,+39:12,FDJ
68,Valerio AGNOLI,Italy,9,+39:13,ASTANA PRO TEAM
69,Yonder GODOY,Venezuela,9,+40:39,ANDRONI GIOCATTOLI - SIDERMEC
70,Jonathan MONSALVE,Venezuela,9,+41:05,NERI SOTTOLI
71,Salvatore PUCCIO,Italy,9,+41:33,TEAM SKY
72,Ben HERMANS,Belgium,9,+42:15,BMC RACING TEAM
73,Rodolfo Andres TORRES AGUDELO,Colombia,9,+43:10,COLOMBIA
74,Matteo BONO,Italy,9,+43:37,LAMPRE - MERIDA
75,Julian David ARREDONDO MORENO,Colombia,9,+43:52,TREK FACTORY RACING
76,Axel DOMONT,France,9,+44:47,AG2R LA MONDIALE
77,Eros CAPECCHI,Italy,9,+45:09,MOVISTAR TEAM
78,Lars Ytting BAK,Denmark,9,+46:42,LOTTO
79,Emanuele SELLA,Italy,9,+47:18,ANDRONI GIOCATTOLI - SIDERMEC
80,Mattia CATTANEO,Italy,9,+47:26,LAMPRE - MERIDA
81,Dennis VANENDERT,Belgium,9,+47:53,LOTTO
82,Philip DEIGNAN,Ireland,9,+48:16,TEAM SKY
83,Fumiyuki BEPPU,Japan,9,+48:29,TREK FACTORY RACING
84,Miguel Angel RUBIANO CHAVEZ,Colombia,9,+48:59,COLOMBIA
85,Igor ANTON HERNANDEZ,Spain,9,+49:25,MOVISTAR TEAM
86,Tim WELLENS,Belgium,9,+50:59,LOTTO
87,Julien VERMOTE,Belgium,9,+51:40,OMEGA PHARMA - QUICK-STEP
88,Dylan VAN BAARLE,Netherlands,9,+52:55,GARMIN
89,Thomas DE GENDT,Belgium,9,+53:12,OMEGA PHARMA - QUICK-STEP
90,Martijn KEIZER,Netherlands,9,+53:18,BELKIN
91,Jussi VEIKKANEN,Finland,9,+54:37,FDJ
92,Vladimir GUSEV,Russia,9,+55:16,TEAM KATUSHA
93,Michael MATTHEWS,Australia,9,+55:52,ORICA GREENEDGE
94,Robinson Eduardo CHALAPUD GOMEZ,Colombia,9,+56:17,COLOMBIA
95,Edvald BOASSON HAGEN,Norway,9,+56:30,TEAM SKY
96,Stefano PIRAZZI,Italy,9,+56:49,BARDIANI CSF
97,Fabio FELLINE,Italy,9,+57:13,TREK FACTORY RACING
98,Carlos Julian QUINTERO,Colombia,9,+57:22,COLOMBIA
99,Danilo WYSS,Switzerland,9,+57:27,BMC RACING TEAM
100,Winner ANACONA GOMEZ,Colombia,9,+57:35,LAMPRE - MERIDA
101,Gorka IZAGUIRRE INSAUSTI,Spain,9,+57:39,MOVISTAR TEAM
102,Johnny HOOGERLAND,Netherlands,9,+58:16,ANDRONI GIOCATTOLI - SIDERMEC
103,Sonny COLBRELLI,Italy,9,+58:20,BARDIANI CSF
104,Paolo LONGO BORGHINI,Italy,9,+58:31,CANNONDALE
105,Tosh VAN DER SANDE,Belgium,9,+58:42,LOTTO
106,Oscar GATTO,Italy,9,+58:45,CANNONDALE
107,Albert TIMMER,Netherlands,9,+58:48,TEAM GIANT-SHIMANO
108,Perrig QUEMENEUR,France,9,+58:48,TEAM EUROPCAR
109,Jonathan CASTROVIEJO NICOLAS,Spain,9,+59:45,MOVISTAR TEAM
110,Maarten TJALLINGII,Netherlands,9,+1:00:28,BELKIN
111,Enrico BARBIN,Italy,9,+1:02:54,BARDIANI CSF
112,Alessandro PETACCHI,Italy,9,+1:03:35,OMEGA PHARMA - QUICK-STEP
113,Yannick EIJSSEN,Belgium,9,+1:03:40,BMC RACING TEAM
114,Luke DURBRIDGE,Australia,9,+1:03:41,ORICA GREENEDGE
115,Simon GESCHKE,Germany,9,+1:03:41,TEAM GIANT-SHIMANO
116,Daniel OSS,Italy,9,+1:03:48,BMC RACING TEAM
117,Fabian WEGMANN,Germany,9,+1:03:54,GARMIN
118,Brent BOOKWALTER,United States,9,+1:03:59,BMC RACING TEAM
119,Thomas DEKKER,Netherlands,9,+1:05:01,GARMIN
120,Andrey ZEITS,Kazakhstan,9,+1:06:22,ASTANA PRO TEAM
121,Simone PONZI,Italy,9,+1:08:10,NERI SOTTOLI
122,Adriano MALORI,Italy,9,+1:08:22,MOVISTAR TEAM
123,Adam HANSEN,Australia,9,+1:09:04,LOTTO
124,Patrick GRETSCH,Germany,9,+1:09:06,AG2R LA MONDIALE
125,Yukiya ARASHIRO,Japan,9,+1:09:17,TEAM EUROPCAR
126,Maxim BELKOV,Russia,9,+1:09:42,TEAM KATUSHA
127,Moreno MOSER,Italy,9,+1:10:05,CANNONDALE
128,Edoardo ZARDINI,Italy,9,+1:10:39,BARDIANI CSF
129,Enrico GASPAROTTO,Italy,9,+1:11:12,ASTANA PRO TEAM
130,David TANNER,Australia,9,+1:11:15,BELKIN
131,Angelo TULIK,France,9,+1:12:38,TEAM EUROPCAR
132,Jay MCCARTHY,Australia,9,+1:13:27,TINKOFF - SAXO
133,Manuele MORI,Italy,9,+1:13:49,LAMPRE - MERIDA
134,Jos VAN EMDEN,Netherlands,9,+1:14:05,BELKIN
135,Manuel QUINZIATO,Italy,9,+1:14:23,BMC RACING TEAM
136,Francisco José VENTOSO ALBERDI,Spain,9,+1:15:18,MOVISTAR TEAM
137,Luca PAOLINI,Italy,9,+1:16:20,TEAM KATUSHA
138,Danilo HONDO,Germany,9,+1:18:13,TREK FACTORY RACING
139,Marco CANOLA,Italy,9,+1:18:20,BARDIANI CSF
140,Borut BOZIC,Slovenia,9,+1:18:22,ASTANA PRO TEAM
141,Marco FRAPPORTI,Italy,9,+1:18:28,ANDRONI GIOCATTOLI - SIDERMEC
142,Alan MARANGONI,Italy,9,+1:18:52,CANNONDALE
143,Bert DE BACKER,Belgium,9,+1:19:40,TEAM GIANT-SHIMANO
144,Tom VEELERS,Netherlands,9,+1:19:59,TEAM GIANT-SHIMANO
145,Davide APPOLLONIO,Italy,9,+1:21:37,AG2R LA MONDIALE
146,Laurent PICHON,France,9,+1:21:37,FDJ
147,Andrey AMADOR BAKKAZAKOVA,Costa Rica,9,+1:21:39,MOVISTAR TEAM
148,Nicola BOEM,Italy,9,+1:22:33,BARDIANI CSF
149,Gert DOCKX,Belgium,9,+1:22:49,LOTTO
150,Marco BANDIERA,Italy,9,+1:23:13,ANDRONI GIOCATTOLI - SIDERMEC
151,Iljo KEISSE,Belgium,9,+1:23:15,OMEGA PHARMA - QUICK-STEP
152,Christopher JUUL JENSEN,Denmark,9,+1:23:47,TINKOFF - SAXO
153,Giacomo NIZZOLO,Italy,9,+1:24:07,TREK FACTORY RACING
154,Daniele RATTO,Italy,9,+1:24:24,CANNONDALE
155,Murilo Antonio FISCHER,Brazil,9,+1:24:27,FDJ
156,Boy VAN POPPEL,Netherlands,9,+1:24:54,TREK FACTORY RACING
157,Roberto FERRARI,Italy,9,+1:25:03,LAMPRE - MERIDA
158,Elia VIVIANI,Italy,9,+1:26:03,CANNONDALE
159,Nacer BOUHANNI,France,9,+1:26:18,FDJ
160,Tony HUREL,France,9,+1:27:04,TEAM EUROPCAR
161,Nathan HAAS,Australia,9,+1:27:08,GARMIN
162,Rick FLENS,Netherlands,9,+1:27:35,BELKIN
163,Bernhard EISEL,Austria,9,+1:27:43,TEAM SKY
164,Manuel BELLETTI,Italy,9,+1:27:44,ANDRONI GIOCATTOLI - SIDERMEC
165,Daniele COLLI,Italy,9,+1:27:47,NERI SOTTOLI
166,Jeffry Johan ROMERO CORREDOR,Colombia,9,+1:28:28,COLOMBIA
