Rank,Name,Country,Stage,Gap,Team
106,Cédric PINEAU,France,5,+20:26,FDJ
107,Tobias LUDVIGSSON,Sweden,5,+20:50,TEAM GIANT-SHIMANO
108,Nikolas MAES,Belgium,5,+20:57,OMEGA PHARMA - QUICK-STEP
109,Koldo FERNANDEZ,Spain,5,+20:58,GARMIN
110,Hubert DUPONT,France,5,+20:58,AG2R LA MONDIALE
111,Jacques JANSE VAN RENSBURG,South Africa,5,+21:48,MTN - QHUBEKA
112,Maximiliano Ariel RICHEZE,Argentina,5,+21:54,LAMPRE - MERIDA
113,Moreno HOFLAND,Netherlands,5,+21:56,BELKIN
114,Roberto FERRARI,Italy,5,+22:04,LAMPRE - MERIDA
115,Matthias KRIZEK,Austria,5,+22:11,CANNONDALE
116,Yaroslav POPOVYCH,Ukraine,5,+22:45,TREK FACTORY RACING
117,Martijn KEIZER,Netherlands,5,+22:48,BELKIN
118,Francesco LASCA,Italy,5,+22:51,CAJA RURAL-SEGUROS RGA
119,Romain ZINGLE,Belgium,5,+24:11,"COFIDIS, SOLUTIONS CREDITS"
120,Christian KNEES,Germany,5,+24:13,TEAM SKY
121,Merhawi KUDUS GHEBREMEDHIN,Eritrea,5,+24:29,MTN - QHUBEKA
122,Nikias ARNDT,Germany,5,+24:37,TEAM GIANT-SHIMANO
123,Guillaume LEVARLET,France,5,+24:40,"COFIDIS, SOLUTIONS CREDITS"
124,Julian David ARREDONDO MORENO,Colombia,5,+24:43,TREK FACTORY RACING
125,Bart DE CLERCQ,Belgium,5,+25:53,LOTTO
126,Andrey ZEITS,Kazakhstan,5,+25:59,ASTANA PRO TEAM
127,Yohan BAGOT,France,5,+26:39,"COFIDIS, SOLUTIONS CREDITS"
128,Dmitry KOZONTCHUK,Russia,5,+27:22,TEAM KATUSHA
129,Maciej BODNAR,Poland,5,+27:43,CANNONDALE
130,Johan LE BON,France,5,+28:20,FDJ
131,Oscar GATTO,Italy,5,+28:28,CANNONDALE
132,Yannick MARTINEZ,France,5,+28:34,TEAM EUROPCAR
133,Johannes FRÖHLINGER,Germany,5,+29:02,TEAM GIANT-SHIMANO
134,Fabian CANCELLARA,Switzerland,5,+29:05,TREK FACTORY RACING
135,Guillaume BOIVIN,Canada,5,+29:11,CANNONDALE
136,Antonio PIEDRA PEREZ,Spain,5,+29:14,CAJA RURAL-SEGUROS RGA
137,Sergei CHERNETSKI,Russia,5,+29:22,TEAM KATUSHA
138,Geoffrey SOUPE,France,5,+29:34,FDJ
139,Sébastien HINAULT,France,5,+29:44,IAM CYCLING
140,Nathan BROWN,United States,5,+29:58,GARMIN
141,Marcel AREGGER,Switzerland,5,+30:04,IAM CYCLING
142,Jose Rodolfo SERPA PEREZ,Colombia,5,+30:07,LAMPRE - MERIDA
143,Andrea GUARDINI,Italy,5,+30:24,ASTANA PRO TEAM
144,Damien GAUDIN,France,5,+30:24,AG2R LA MONDIALE
145,Sébastien TURGOT,France,5,+30:38,AG2R LA MONDIALE
146,Damiano CUNEGO,Italy,5,+30:52,LAMPRE - MERIDA
147,Peter SAGAN,Slovakia,5,+31:07,CANNONDALE
148,Dan CRAVEN,Namibia,5,+31:11,TEAM EUROPCAR
149,Vegard BREEN,Norway,5,+31:22,LOTTO
150,Ramon SINKELDAM,Netherlands,5,+31:40,TEAM GIANT-SHIMANO
151,Johann TSCHOPP,Switzerland,5,+31:41,IAM CYCLING
152,Patrick GRETSCH,Germany,5,+31:44,AG2R LA MONDIALE
153,Karol DOMAGALSKI,Poland,5,+32:00,CAJA RURAL-SEGUROS RGA
154,Jerome COUSIN,France,5,+32:00,TEAM EUROPCAR
155,Nathan HAAS,Australia,5,+32:48,GARMIN
156,Johan VAN SUMMEREN,Belgium,5,+32:52,GARMIN
157,Murilo Antonio FISCHER,Brazil,5,+32:52,FDJ
158,Anthony ROUX,France,5,+33:09,FDJ
159,Kristof VANDEWALLE,Belgium,5,+33:13,TREK FACTORY RACING
160,Javier Francisco ARAMENDIA LORENTE,Spain,5,+33:55,CAJA RURAL-SEGUROS RGA
161,David MILLAR,Great Britain,5,+33:58,GARMIN
162,Cameron MEYER,Australia,5,+34:18,ORICA GREENEDGE
163,Fabio FELLINE,Italy,5,+34:19,TREK FACTORY RACING
164,Matteo TOSATTO,Italy,5,+34:23,TINKOFF - SAXO
165,Martin VELITS,Slovakia,5,+34:25,OMEGA PHARMA - QUICK-STEP
166,Aleksejs SARAMOTINS,Latvia,5,+34:28,IAM CYCLING
167,Gerald CIOLEK,Germany,5,+34:41,MTN - QHUBEKA
168,Gert JOEAAR,Estonia,5,+35:22,"COFIDIS, SOLUTIONS CREDITS"
169,Dario CATALDO,Italy,5,+35:23,TEAM SKY
170,Michael Valgren ANDERSEN,Denmark,5,+35:39,TINKOFF - SAXO
171,Daniil FOMINYKH,Kazakhstan,5,+35:59,ASTANA PRO TEAM
172,Mitchell DOCKER,Australia,5,+36:03,ORICA GREENEDGE
173,Louis MEINTJES,South Africa,5,+36:19,MTN - QHUBEKA
174,Rinaldo NOCENTINI,Italy,5,+36:20,AG2R LA MONDIALE
175,Jaco VENTER,South Africa,5,+36:22,MTN - QHUBEKA
176,Brett LANCASTER,Australia,5,+36:29,ORICA GREENEDGE
177,Pirmin LANG,Switzerland,5,+37:31,IAM CYCLING
178,Vincent JEROME,France,5,+37:40,TEAM EUROPCAR
179,Thibaut PINOT,France,5,+37:47,FDJ
180,Laurent MANGEL,France,5,+37:59,FDJ
181,Vasil KIRYIENKA,Belarus,5,+38:01,TEAM SKY
182,Maarten TJALLINGII,Netherlands,5,+43:21,BELKIN
183,Jesse SERGENT,New Zealand,5,+44:08,TREK FACTORY RACING
184,Adriano MALORI,Italy,5,+44:15,MOVISTAR TEAM
185,Sander ARMEE,Belgium,5,+47:12,LOTTO
186,Jacopo GUARNIERI,Italy,5,+47:40,ASTANA PRO TEAM
187,Natnael BERHANE,Eritrea,5,+48:13,TEAM EUROPCAR
188,Jonathan FUMEAUX,Switzerland,5,+48:18,IAM CYCLING
189,Jay Robert THOMSON,South Africa,5,+48:33,MTN - QHUBEKA
190,Bryan NAULLEAU,France,5,+49:08,TEAM EUROPCAR
191,Sam BEWLEY,New Zealand,5,+49:31,ORICA GREENEDGE
192,Stef CLEMENT,Netherlands,5,+49:44,BELKIN
193,Dominic KLEMME,Germany,5,+50:08,IAM CYCLING
194,Robert WAGNER,Germany,5,+50:27,BELKIN
195,Jimmy ENGOULVENT,France,5,+51:54,TEAM EUROPCAR
196,Luke ROWE,Great Britain,5,+52:40,TEAM SKY
197,Carlos Alberto BETANCUR GOMEZ,Colombia,5,+52:42,AG2R LA MONDIALE
198,Matteo PELUCCHI,Italy,5,+58:40,IAM CYCLING
1,Alejandro VALVERDE BELMONTE,Spain,6,+0,MOVISTAR TEAM
2,Nairo Alexander QUINTANA ROJAS,Colombia,6,+15,MOVISTAR TEAM
3,Alberto CONTADOR VELASCO,Spain,6,+18,TINKOFF - SAXO
4,Christopher FROOME,Great Britain,6,+22,TEAM SKY
5,Jhoan Esteban CHAVES RUBIO,Colombia,6,+41,ORICA GREENEDGE
6,Joaquin RODRIGUEZ OLIVER,Spain,6,+45,TEAM KATUSHA
7,Robert GESINK,Netherlands,6,+55,BELKIN
8,Fabio ARU,Italy,6,+58,ASTANA PRO TEAM
9,Warren BARGUIL,France,6,+1:02,TEAM GIANT-SHIMANO
10,Wilco KELDERMAN,Netherlands,6,+1:06,BELKIN
11,Mikel NIEVE ITURALDE,Spain,6,+1:09,TEAM SKY
12,Samuel SANCHEZ GONZALEZ,Spain,6,+1:11,BMC RACING TEAM
13,Damiano CARUSO,Italy,6,+1:12,CANNONDALE
14,Rigoberto URAN URAN,Colombia,6,+1:18,OMEGA PHARMA - QUICK-STEP
15,Sergio PARDILLA BELLON,Spain,6,+1:19,MTN - QHUBEKA
16,Daniel NAVARRO GARCIA,Spain,6,+1:26,"COFIDIS, SOLUTIONS CREDITS"
17,Daniel MARTIN,Ireland,6,+1:37,GARMIN
18,Mikel LANDA MEANA,Spain,6,+1:47,ASTANA PRO TEAM
19,Winner ANACONA GOMEZ,Colombia,6,+1:57,LAMPRE - MERIDA
20,Daniel MORENO FERNANDEZ,Spain,6,+2:06,TEAM KATUSHA
21,Laurens TEN DAM,Netherlands,6,+2:25,BELKIN
22,Przemyslaw NIEMIEC,Poland,6,+2:29,LAMPRE - MERIDA
23,Andre Fernando S. Martins CARDOSO,Portugal,6,+2:30,GARMIN
24,Haimar ZUBELDIA AGIRRE,Spain,6,+2:35,TREK FACTORY RACING
25,Cadel EVANS,Australia,6,+2:40,BMC RACING TEAM
26,David ARROYO DURAN,Spain,6,+2:44,CAJA RURAL-SEGUROS RGA
27,Maxime MONFORT,Belgium,6,+2:46,LOTTO
28,Oliver ZAUGG,Switzerland,6,+2:52,TINKOFF - SAXO
29,Steve MORABITO,Switzerland,6,+3:10,BMC RACING TEAM
30,Wouter POELS,Netherlands,6,+3:47,OMEGA PHARMA - QUICK-STEP
31,Giampaolo CARUSO,Italy,6,+4:47,TEAM KATUSHA
32,George BENNETT,New Zealand,6,+5:16,CANNONDALE
33,Pieter SERRY,Belgium,6,+5:48,OMEGA PHARMA - QUICK-STEP
34,Christophe LE MEVEL,France,6,+6:03,"COFIDIS, SOLUTIONS CREDITS"
35,Gorka IZAGUIRRE INSAUSTI,Spain,6,+6:03,MOVISTAR TEAM
36,Tanel KANGERT,Estonia,6,+6:10,ASTANA PRO TEAM
37,Romain SICARD,France,6,+6:10,TEAM EUROPCAR
38,Kenny ELISSONDE,France,6,+6:36,FDJ
39,Maxime BOUET,France,6,+6:42,AG2R LA MONDIALE
40,Paolo TIRALONGO,Italy,6,+7:10,ASTANA PRO TEAM
41,Luis Angel MATE MARDONES,Spain,6,+7:29,"COFIDIS, SOLUTIONS CREDITS"
42,Chris Anker SÖRENSEN,Denmark,6,+7:47,TINKOFF - SAXO
43,Ryder HESJEDAL,Canada,6,+7:49,GARMIN
44,Lloyd MONDORY,France,6,+8:09,AG2R LA MONDIALE
45,Dominik NERZ,Germany,6,+8:19,BMC RACING TEAM
46,Alexandr KOLOBNEV,Russia,6,+8:22,TEAM KATUSHA
47,Andrey AMADOR BAKKAZAKOVA,Costa Rica,6,+9:01,MOVISTAR TEAM
48,Andrew TALANSKY,United States,6,+9:29,GARMIN
49,José HERRADA LOPEZ,Spain,6,+9:56,MOVISTAR TEAM
50,Eduard VORGANOV,Russia,6,+10:27,TEAM KATUSHA
51,Jesus HERNANDEZ BLAZQUEZ,Spain,6,+11:42,TINKOFF - SAXO
52,Vicente REYNES MIMO,Spain,6,+12:01,IAM CYCLING
53,Paul MARTENS,Germany,6,+12:06,BELKIN
54,Alberto LOSADA ALGUACIL,Spain,6,+12:40,TEAM KATUSHA
55,Michael MATTHEWS,Australia,6,+12:58,ORICA GREENEDGE
56,John DEGENKOLB,Germany,6,+13:16,TEAM GIANT-SHIMANO
57,Sergio Miguel MOREIRA PAULINHO,Portugal,6,+13:19,TINKOFF - SAXO
58,Romain HARDY,France,6,+14:00,"COFIDIS, SOLUTIONS CREDITS"
59,Jurgen VAN DEN BROECK,Belgium,6,+14:14,LOTTO
60,Jerome COPPEL,France,6,+14:33,"COFIDIS, SOLUTIONS CREDITS"
61,Manuel QUINZIATO,Italy,6,+14:38,BMC RACING TEAM
62,Elia FAVILLI,Italy,6,+15:42,LAMPRE - MERIDA
63,Adam HANSEN,Australia,6,+16:01,LOTTO
64,Valerio CONTI,Italy,6,+16:04,LAMPRE - MERIDA
65,Koen DE KORT,Netherlands,6,+16:07,TEAM GIANT-SHIMANO
66,Danilo WYSS,Switzerland,6,+16:55,BMC RACING TEAM
67,Gianluca BRAMBILLA,Italy,6,+17:15,OMEGA PHARMA - QUICK-STEP
68,Rohan DENNIS,Australia,6,+18:22,BMC RACING TEAM
69,Adam YATES,Great Britain,6,+19:15,ORICA GREENEDGE
70,Kristian SBARAGLI,Italy,6,+19:56,MTN - QHUBEKA
71,Amets TXURRUKA,Spain,6,+20:09,CAJA RURAL-SEGUROS RGA
72,Luis Leon SANCHEZ GIL,Spain,6,+20:32,CAJA RURAL-SEGUROS RGA
73,Philippe GILBERT,Belgium,6,+20:34,BMC RACING TEAM
74,Ivan ROVNY,Russia,6,+21:10,TINKOFF - SAXO
75,Bob JUNGELS,Luxembourg,6,+21:24,TREK FACTORY RACING
76,Chad HAGA,United States,6,+21:47,TEAM GIANT-SHIMANO
77,Peter KENNAUGH,Great Britain,6,+22:03,TEAM SKY
78,Luis MAS BONET,Spain,6,+22:32,CAJA RURAL-SEGUROS RGA
79,Philip DEIGNAN,Ireland,6,+22:40,TEAM SKY
80,Tom BOONEN,Belgium,6,+23:02,OMEGA PHARMA - QUICK-STEP
81,Kanstantsin SIUTSOU,Belarus,6,+23:15,TEAM SKY
82,Carlos VERONA QUINTANILLA,Spain,6,+23:18,OMEGA PHARMA - QUICK-STEP
83,Jasper STUYVEN,Belgium,6,+23:26,TREK FACTORY RACING
84,Hubert DUPONT,France,6,+24:01,AG2R LA MONDIALE
85,Pim LIGTHART,Netherlands,6,+24:38,LOTTO
86,Jonathan CASTROVIEJO NICOLAS,Spain,6,+24:50,MOVISTAR TEAM
87,Tobias LUDVIGSSON,Sweden,6,+25:44,TEAM GIANT-SHIMANO
88,Lawrence WARBASSE,United States,6,+27:08,BMC RACING TEAM
89,Ivan SANTAROMITA,Italy,6,+27:43,ORICA GREENEDGE
90,Alessandro DE MARCHI,Italy,6,+27:43,CANNONDALE
91,Tony MARTIN,Germany,6,+28:32,OMEGA PHARMA - QUICK-STEP
92,Maxime MEDEREL,France,6,+28:38,TEAM EUROPCAR
93,Lawson CRADDOCK,United States,6,+28:49,TEAM GIANT-SHIMANO
94,Daniel TEKLEHAIMANOT,Eritrea,6,+28:50,MTN - QHUBEKA
95,Imanol ERVITI,Spain,6,+29:03,MOVISTAR TEAM
96,Yury TROFIMOV,Russia,6,+29:10,TEAM KATUSHA
97,Jens DEBUSSCHERE,Belgium,6,+29:18,LOTTO
98,Simon CLARKE,Australia,6,+29:21,ORICA GREENEDGE
99,Greg HENDERSON,New Zealand,6,+29:38,LOTTO
100,Paolo LONGO BORGHINI,Italy,6,+29:40,CANNONDALE
101,Filippo POZZATO,Italy,6,+29:43,LAMPRE - MERIDA
102,Martijn KEIZER,Netherlands,6,+29:44,BELKIN
103,Koldo FERNANDEZ,Spain,6,+29:57,GARMIN
104,Pello BILBAO LOPEZ DE ARMENTIA,Spain,6,+30:07,CAJA RURAL-SEGUROS RGA
105,Daniele BENNATI,Italy,6,+30:11,TINKOFF - SAXO
106,Alexey LUTSENKO,Kazakhstan,6,+30:20,ASTANA PRO TEAM
107,Andrey ZEITS,Kazakhstan,6,+30:53,ASTANA PRO TEAM
108,Cédric PINEAU,France,6,+31:12,FDJ
109,Merhawi KUDUS GHEBREMEDHIN,Eritrea,6,+31:25,MTN - QHUBEKA
110,Bart DE CLERCQ,Belgium,6,+31:45,LOTTO
111,Romain ZINGLE,Belgium,6,+31:56,"COFIDIS, SOLUTIONS CREDITS"
112,Nikolas MAES,Belgium,6,+32:15,OMEGA PHARMA - QUICK-STEP
113,Javier MORENO BAZAN,Spain,6,+32:29,MOVISTAR TEAM
114,Jacques JANSE VAN RENSBURG,South Africa,6,+33:11,MTN - QHUBEKA
115,Yaroslav POPOVYCH,Ukraine,6,+33:31,TREK FACTORY RACING
116,Matthias KRIZEK,Austria,6,+34:00,CANNONDALE
117,Johan LE BON,France,6,+36:05,FDJ
118,Antonio PIEDRA PEREZ,Spain,6,+36:10,CAJA RURAL-SEGUROS RGA
119,Moreno HOFLAND,Netherlands,6,+36:12,BELKIN
120,Nacer BOUHANNI,France,6,+36:34,FDJ
121,Nikias ARNDT,Germany,6,+36:54,TEAM GIANT-SHIMANO
122,Jose Rodolfo SERPA PEREZ,Colombia,6,+37:03,LAMPRE - MERIDA
123,Julian David ARREDONDO MORENO,Colombia,6,+37:05,TREK FACTORY RACING
124,Guillaume LEVARLET,France,6,+37:29,"COFIDIS, SOLUTIONS CREDITS"
125,Johannes FRÖHLINGER,Germany,6,+37:42,TEAM GIANT-SHIMANO
126,Christian KNEES,Germany,6,+37:48,TEAM SKY
127,Fabian CANCELLARA,Switzerland,6,+38:10,TREK FACTORY RACING
128,Maximiliano Ariel RICHEZE,Argentina,6,+38:11,LAMPRE - MERIDA
129,Roberto FERRARI,Italy,6,+38:21,LAMPRE - MERIDA
130,Yauheni HUTAROVICH,Belarus,6,+38:56,AG2R LA MONDIALE
131,Maciej BODNAR,Poland,6,+39:32,CANNONDALE
132,Marcel AREGGER,Switzerland,6,+39:56,IAM CYCLING
133,Sébastien HINAULT,France,6,+40:30,IAM CYCLING
134,Louis MEINTJES,South Africa,6,+40:56,MTN - QHUBEKA
135,Geoffrey SOUPE,France,6,+41:01,FDJ
136,Dmitry KOZONTCHUK,Russia,6,+41:38,TEAM KATUSHA
137,Sergei CHERNETSKI,Russia,6,+41:39,TEAM KATUSHA
138,Francesco LASCA,Italy,6,+41:41,CAJA RURAL-SEGUROS RGA
139,Oscar GATTO,Italy,6,+41:43,CANNONDALE
140,Guillaume BOIVIN,Canada,6,+41:45,CANNONDALE
141,Karol DOMAGALSKI,Poland,6,+41:52,CAJA RURAL-SEGUROS RGA
142,Yohan BAGOT,France,6,+42:13,"COFIDIS, SOLUTIONS CREDITS"
143,Peter SAGAN,Slovakia,6,+42:22,CANNONDALE
144,Johann TSCHOPP,Switzerland,6,+42:27,IAM CYCLING
145,Jerome COUSIN,France,6,+42:46,TEAM EUROPCAR
146,Yannick MARTINEZ,France,6,+42:50,TEAM EUROPCAR
147,Ramon SINKELDAM,Netherlands,6,+43:29,TEAM GIANT-SHIMANO
148,Vegard BREEN,Norway,6,+43:44,LOTTO
149,Kristof VANDEWALLE,Belgium,6,+43:59,TREK FACTORY RACING
150,Thibaut PINOT,France,6,+44:18,FDJ
151,Vincent JEROME,France,6,+44:27,TEAM EUROPCAR
152,Cameron MEYER,Australia,6,+45:04,ORICA GREENEDGE
153,Nathan BROWN,United States,6,+45:18,GARMIN
154,Damien GAUDIN,France,6,+45:25,AG2R LA MONDIALE
155,Dan CRAVEN,Namibia,6,+45:27,TEAM EUROPCAR
156,Michael Valgren ANDERSEN,Denmark,6,+45:31,TINKOFF - SAXO
157,Fabio FELLINE,Italy,6,+45:32,TREK FACTORY RACING
158,Matteo TOSATTO,Italy,6,+45:38,TINKOFF - SAXO
159,Martin VELITS,Slovakia,6,+45:43,OMEGA PHARMA - QUICK-STEP
160,Nathan HAAS,Australia,6,+45:49,GARMIN
161,Damiano CUNEGO,Italy,6,+46:12,LAMPRE - MERIDA
162,Vasil KIRYIENKA,Belarus,6,+46:44,TEAM SKY
163,Sébastien TURGOT,France,6,+47:05,AG2R LA MONDIALE
164,Murilo Antonio FISCHER,Brazil,6,+47:08,FDJ
165,Javier Francisco ARAMENDIA LORENTE,Spain,6,+48:11,CAJA RURAL-SEGUROS RGA
166,Gerald CIOLEK,Germany,6,+48:49,MTN - QHUBEKA
167,David MILLAR,Great Britain,6,+49:12,GARMIN
168,Dario CATALDO,Italy,6,+49:31,TEAM SKY
169,Mitchell DOCKER,Australia,6,+50:19,ORICA GREENEDGE
170,Jaco VENTER,South Africa,6,+50:30,MTN - QHUBEKA
171,Daniil FOMINYKH,Kazakhstan,6,+50:42,ASTANA PRO TEAM
172,Brett LANCASTER,Australia,6,+50:45,ORICA GREENEDGE
173,Patrick GRETSCH,Germany,6,+51:04,AG2R LA MONDIALE
174,Laurent MANGEL,France,6,+51:42,FDJ
175,Johan VAN SUMMEREN,Belgium,6,+52:02,GARMIN
176,Rinaldo NOCENTINI,Italy,6,+52:09,AG2R LA MONDIALE
177,Pirmin LANG,Switzerland,6,+53:20,IAM CYCLING
178,Stef CLEMENT,Netherlands,6,+53:51,BELKIN
179,Anthony ROUX,France,6,+53:58,FDJ
180,Maarten TJALLINGII,Netherlands,6,+54:07,BELKIN
181,Gert JOEAAR,Estonia,6,+54:12,"COFIDIS, SOLUTIONS CREDITS"
182,Jesse SERGENT,New Zealand,6,+54:54,TREK FACTORY RACING
183,Sander ARMEE,Belgium,6,+55:01,LOTTO
184,Adriano MALORI,Italy,6,+55:33,MOVISTAR TEAM
185,Andrea GUARDINI,Italy,6,+56:31,ASTANA PRO TEAM
186,Jacopo GUARNIERI,Italy,6,+58:58,ASTANA PRO TEAM
187,Jonathan FUMEAUX,Switzerland,6,+59:45,IAM CYCLING
188,Bryan NAULLEAU,France,6,+59:54,TEAM EUROPCAR
189,Sam BEWLEY,New Zealand,6,+1:00:17,ORICA GREENEDGE
190,Aleksejs SARAMOTINS,Latvia,6,+1:01:24,IAM CYCLING
191,Natnael BERHANE,Eritrea,6,+1:02:21,TEAM EUROPCAR
192,Robert WAGNER,Germany,6,+1:02:44,BELKIN
193,Jay Robert THOMSON,South Africa,6,+1:03:01,MTN - QHUBEKA
194,Luke ROWE,Great Britain,6,+1:06:04,TEAM SKY
195,Jimmy ENGOULVENT,France,6,+1:07:17,TEAM EUROPCAR
196,Dominic KLEMME,Germany,6,+1:09:50,IAM CYCLING
197,Carlos Alberto BETANCUR GOMEZ,Colombia,6,+1:12:22,AG2R LA MONDIALE
198,Matteo PELUCCHI,Italy,6,+1:25:44,IAM CYCLING
1,Alejandro VALVERDE BELMONTE,Spain,7,+0,MOVISTAR TEAM
2,Nairo Alexander QUINTANA ROJAS,Colombia,7,+15,MOVISTAR TEAM
3,Alberto CONTADOR VELASCO,Spain,7,+18,TINKOFF - SAXO
4,Christopher FROOME,Great Britain,7,+20,TEAM SKY
5,Jhoan Esteban CHAVES RUBIO,Colombia,7,+41,ORICA GREENEDGE
6,Joaquin RODRIGUEZ OLIVER,Spain,7,+45,TEAM KATUSHA
7,Robert GESINK,Netherlands,7,+55,BELKIN
8,Fabio ARU,Italy,7,+58,ASTANA PRO TEAM
9,Warren BARGUIL,France,7,+1:02,TEAM GIANT-SHIMANO
10,Wilco KELDERMAN,Netherlands,7,+1:06,BELKIN
11,Mikel NIEVE ITURALDE,Spain,7,+1:09,TEAM SKY
12,Samuel SANCHEZ GONZALEZ,Spain,7,+1:11,BMC RACING TEAM
13,Damiano CARUSO,Italy,7,+1:12,CANNONDALE
14,Rigoberto URAN URAN,Colombia,7,+1:18,OMEGA PHARMA - QUICK-STEP
15,Sergio PARDILLA BELLON,Spain,7,+1:19,MTN - QHUBEKA
16,Daniel NAVARRO GARCIA,Spain,7,+1:26,"COFIDIS, SOLUTIONS CREDITS"
17,Daniel MARTIN,Ireland,7,+1:34,GARMIN
18,Mikel LANDA MEANA,Spain,7,+1:47,ASTANA PRO TEAM
19,Winner ANACONA GOMEZ,Colombia,7,+1:57,LAMPRE - MERIDA
20,Daniel MORENO FERNANDEZ,Spain,7,+2:06,TEAM KATUSHA
21,Laurens TEN DAM,Netherlands,7,+2:25,BELKIN
22,Przemyslaw NIEMIEC,Poland,7,+2:29,LAMPRE - MERIDA
23,Andre Fernando S. Martins CARDOSO,Portugal,7,+2:30,GARMIN
24,Haimar ZUBELDIA AGIRRE,Spain,7,+2:35,TREK FACTORY RACING
25,David ARROYO DURAN,Spain,7,+2:44,CAJA RURAL-SEGUROS RGA
26,Maxime MONFORT,Belgium,7,+2:46,LOTTO
27,Oliver ZAUGG,Switzerland,7,+2:52,TINKOFF - SAXO
28,Steve MORABITO,Switzerland,7,+3:10,BMC RACING TEAM
29,Wouter POELS,Netherlands,7,+3:47,OMEGA PHARMA - QUICK-STEP
30,Giampaolo CARUSO,Italy,7,+4:47,TEAM KATUSHA
31,Pieter SERRY,Belgium,7,+5:48,OMEGA PHARMA - QUICK-STEP
32,Christophe LE MEVEL,France,7,+6:03,"COFIDIS, SOLUTIONS CREDITS"
33,Romain SICARD,France,7,+6:10,TEAM EUROPCAR
34,Kenny ELISSONDE,France,7,+6:36,FDJ
35,Maxime BOUET,France,7,+6:42,AG2R LA MONDIALE
36,Tanel KANGERT,Estonia,7,+7:08,ASTANA PRO TEAM
37,Ryder HESJEDAL,Canada,7,+7:13,GARMIN
38,Luis Angel MATE MARDONES,Spain,7,+7:29,"COFIDIS, SOLUTIONS CREDITS"
39,Chris Anker SÖRENSEN,Denmark,7,+7:47,TINKOFF - SAXO
40,Lloyd MONDORY,France,7,+8:09,AG2R LA MONDIALE
41,Dominik NERZ,Germany,7,+8:19,BMC RACING TEAM
42,Alexandr KOLOBNEV,Russia,7,+8:22,TEAM KATUSHA
43,Paolo TIRALONGO,Italy,7,+8:22,ASTANA PRO TEAM
44,Cadel EVANS,Australia,7,+8:38,BMC RACING TEAM
45,Gorka IZAGUIRRE INSAUSTI,Spain,7,+8:47,MOVISTAR TEAM
46,Andrey AMADOR BAKKAZAKOVA,Costa Rica,7,+9:01,MOVISTAR TEAM
47,Jesus HERNANDEZ BLAZQUEZ,Spain,7,+11:42,TINKOFF - SAXO
48,Eduard VORGANOV,Russia,7,+12:40,TEAM KATUSHA
49,Michael MATTHEWS,Australia,7,+12:58,ORICA GREENEDGE
50,Sergio Miguel MOREIRA PAULINHO,Portugal,7,+13:19,TINKOFF - SAXO
51,Alberto LOSADA ALGUACIL,Spain,7,+13:35,TEAM KATUSHA
52,Paul MARTENS,Germany,7,+13:52,BELKIN
53,Jurgen VAN DEN BROECK,Belgium,7,+14:14,LOTTO
54,Romain HARDY,France,7,+16:13,"COFIDIS, SOLUTIONS CREDITS"
55,Manuel QUINZIATO,Italy,7,+16:51,BMC RACING TEAM
56,Gianluca BRAMBILLA,Italy,7,+17:15,OMEGA PHARMA - QUICK-STEP
57,Jerome COPPEL,France,7,+17:18,"COFIDIS, SOLUTIONS CREDITS"
58,Vicente REYNES MIMO,Spain,7,+17:25,IAM CYCLING
59,Danilo WYSS,Switzerland,7,+18:41,BMC RACING TEAM
60,Adam HANSEN,Australia,7,+18:48,LOTTO
61,George BENNETT,New Zealand,7,+18:57,CANNONDALE
62,Philippe GILBERT,Belgium,7,+20:31,BMC RACING TEAM
63,Amets TXURRUKA,Spain,7,+20:53,CAJA RURAL-SEGUROS RGA
64,Andrew TALANSKY,United States,7,+21:25,GARMIN
65,José HERRADA LOPEZ,Spain,7,+21:52,MOVISTAR TEAM
66,Valerio CONTI,Italy,7,+22:02,LAMPRE - MERIDA
67,Luis Leon SANCHEZ GIL,Spain,7,+22:18,CAJA RURAL-SEGUROS RGA
68,Hubert DUPONT,France,7,+23:11,AG2R LA MONDIALE
69,Philip DEIGNAN,Ireland,7,+23:32,TEAM SKY
70,Koen DE KORT,Netherlands,7,+23:59,TEAM GIANT-SHIMANO
71,Chad HAGA,United States,7,+24:00,TEAM GIANT-SHIMANO
72,Kanstantsin SIUTSOU,Belarus,7,+24:10,TEAM SKY
73,Jasper STUYVEN,Belgium,7,+24:31,TREK FACTORY RACING
74,Kristian SBARAGLI,Italy,7,+24:46,MTN - QHUBEKA
75,Alessandro DE MARCHI,Italy,7,+25:11,CANNONDALE
76,Adam YATES,Great Britain,7,+25:13,ORICA GREENEDGE
77,Tobias LUDVIGSSON,Sweden,7,+26:29,TEAM GIANT-SHIMANO
78,Ivan ROVNY,Russia,7,+26:34,TINKOFF - SAXO
79,Peter KENNAUGH,Great Britain,7,+27:02,TEAM SKY
80,Jonathan CASTROVIEJO NICOLAS,Spain,7,+27:40,MOVISTAR TEAM
81,Lawrence WARBASSE,United States,7,+28:11,BMC RACING TEAM
82,Tom BOONEN,Belgium,7,+28:26,OMEGA PHARMA - QUICK-STEP
83,Maxime MEDEREL,France,7,+29:50,TEAM EUROPCAR
84,Elia FAVILLI,Italy,7,+29:55,LAMPRE - MERIDA
85,Rohan DENNIS,Australia,7,+30:18,BMC RACING TEAM
